assignment_id,task_id,artist_id,assigned_hours,assignment_date
TA16220,T9699,A214,10.0,2025-12-08
TA16221,T9700,A260,14.0,2025-12-16
TA16222,T9701,A061,6.0,2025-12-04
TA16223,T9702,A205,9.0,2025-12-08
TA16224,T9703,A234,8.0,2025-12-06
TA16225,T9704,A018,16.66,2025-12-04
TA16226,T9704,A023,18.03,2025-12-04
TA16227,T9704,A005,37.02,2025-12-04
TA16228,T9704,A036,60.3,2025-12-04
TA16229,T9705,A052,53.34,2025-12-05
TA16230,T9705,A057,20.66,2025-12-05
TA16231,T9706,A114,2.9,2025-12-03
TA16232,T9706,A110,98.63,2025-12-03
TA16233,T9706,A116,31.47,2025-12-03
TA16234,T9707,A137,14.47,2025-12-04
TA16235,T9707,A121,47.53,2025-12-04
TA16236,T9708,A153,82.61,2025-12-04
TA16237,T9708,A147,4.39,2025-12-04
TA16238,T9709,A216,21.03,2025-12-06
TA16239,T9709,A204,16.64,2025-12-06
TA16240,T9709,A212,0.44,2025-12-06
TA16241,T9709,A201,143.89,2025-12-06
TA16242,T9710,A272,4.21,2025-12-04
TA16243,T9710,A300,170.15,2025-12-04
TA16244,T9710,A269,0.64,2025-12-04
TA16245,T9711,A026,42.04,2025-11-28
TA16246,T9711,A016,21.63,2025-11-28
TA16247,T9711,A028,51.38,2025-11-28
TA16248,T9711,A021,0.95,2025-11-28
TA16249,T9712,A047,10.87,2025-11-28
TA16250,T9712,A060,50.13,2025-11-28
TA16251,T9713,A070,0.71,2025-11-24
TA16252,T9713,A100,4.4,2025-11-24
TA16253,T9713,A101,141.99,2025-11-24
TA16254,T9713,A076,50.9,2025-11-24
TA16255,T9714,A133,108.92,2025-11-26
TA16256,T9714,A127,49.79,2025-11-26
TA16257,T9714,A140,25.29,2025-11-26
TA16258,T9715,A172,11.52,2025-11-25
TA16259,T9715,A157,28.5,2025-11-25
TA16260,T9715,A197,31.52,2025-11-25
TA16261,T9715,A190,32.46,2025-11-25
TA16262,T9716,A206,37.1,2025-11-26
TA16263,T9716,A204,35.9,2025-11-26
TA16264,T9717,A295,77.53,2025-11-26
TA16265,T9717,A280,6.47,2025-11-26
TA16266,T9718,A066,23.0,2025-12-01
TA16267,T9719,A213,42.0,2025-12-03
TA16268,T9720,A292,41.83,2025-12-04
TA16269,T9720,A267,11.17,2025-12-04
TA16270,T9721,A069,7.0,2025-11-20
TA16271,T9722,A213,5.0,2025-11-21
TA16272,T9723,A266,12.0,2025-11-22
TA16273,T9724,A110,32.0,2025-12-03
TA16274,T9725,A131,35.0,2025-11-25
TA16275,T9726,A219,7.03,2025-11-27
TA16276,T9726,A213,42.97,2025-11-27
TA16277,T9727,A277,53.0,2025-11-28
TA16278,T9728,A095,53.0,2025-12-02
TA16279,T9729,A139,42.0,2025-12-01
TA16280,T9730,A204,22.49,2025-11-24
TA16281,T9730,A217,22.51,2025-11-24
TA16282,T9731,A241,38.0,2025-11-26
TA16283,T9732,A114,37.0,2025-11-24
TA16284,T9733,A121,31.0,2025-11-23
TA16285,T9734,A210,13.1,2025-11-22
TA16286,T9734,A204,40.9,2025-11-22
TA16287,T9735,A240,43.0,2025-11-30
TA16288,T9736,A078,5.99,2025-12-01
TA16289,T9736,A084,38.01,2025-12-01
TA16290,T9737,A155,2.34,2025-12-05
TA16291,T9737,A179,39.66,2025-12-05
TA16292,T9738,A209,37.0,2025-12-01
TA16293,T9739,A278,37.12,2025-11-30
TA16294,T9739,A275,12.88,2025-11-30
TA16295,T9740,A096,16.0,2025-11-23
TA16296,T9741,A211,19.0,2025-11-24
TA16297,T9742,A224,19.0,2025-11-18
TA16298,T9743,A107,9.92,2025-12-07
TA16299,T9743,A098,38.08,2025-12-07
TA16300,T9744,A166,34.0,2025-12-04
TA16301,T9745,A215,25.0,2025-12-03
TA16302,T9746,A236,34.0,2025-12-07
TA16303,T9747,A105,38.37,2025-12-02
TA16304,T9747,A065,17.63,2025-12-02
TA16305,T9748,A162,48.0,2025-12-01
TA16306,T9749,A217,38.0,2025-12-04
TA16307,T9750,A289,41.0,2025-12-09
TA16308,T9751,A018,4.86,2025-12-12
TA16309,T9751,A039,114.06,2025-12-12
TA16310,T9751,A027,65.08,2025-12-12
TA16311,T9752,A052,75.45,2025-12-17
TA16312,T9752,A043,32.01,2025-12-17
TA16313,T9752,A049,13.21,2025-12-17
TA16314,T9752,A057,63.33,2025-12-17
TA16315,T9753,A117,80.0,2025-12-17
TA16316,T9754,A137,4.95,2025-12-11
TA16317,T9754,A127,0.94,2025-12-11
TA16318,T9754,A129,164.39,2025-12-11
TA16319,T9754,A130,10.72,2025-12-11
TA16320,T9755,A175,75.0,2025-12-11
TA16321,T9756,A204,2.07,2025-12-12
TA16322,T9756,A212,3.11,2025-12-12
TA16323,T9756,A208,43.02,2025-12-12
TA16324,T9756,A205,96.8,2025-12-12
TA16325,T9757,A297,32.71,2025-12-12
TA16326,T9757,A284,74.75,2025-12-12
TA16327,T9757,A270,3.4,2025-12-12
TA16328,T9757,A299,4.14,2025-12-12
TA16329,T9758,A220,14.0,2024-10-05
TA16330,T9759,A249,11.0,2024-10-03
TA16331,T9760,A202,13.0,2024-09-22
TA16332,T9761,A289,10.0,2024-09-22
TA16333,T9762,A093,50.0,2024-10-05
TA16334,T9763,A128,14.88,2024-10-04
TA16335,T9763,A134,25.12,2024-10-04
TA16336,T9764,A215,21.0,2024-10-04
TA16337,T9765,A270,48.0,2024-10-03
TA16338,T9766,A096,24.0,2024-10-02
TA16339,T9767,A196,29.0,2024-10-01
TA16340,T9768,A215,43.72,2024-10-02
TA16341,T9768,A205,8.28,2024-10-02
TA16342,T9769,A236,31.0,2024-09-25
TA16343,T9770,A070,18.0,2024-10-04
TA16344,T9771,A216,5.0,2024-09-27
TA16345,T9772,A286,10.0,2024-10-03
TA16346,T9773,A014,45.39,2024-09-27
TA16347,T9773,A020,53.61,2024-09-27
TA16348,T9774,A055,9.43,2024-09-28
TA16349,T9774,A042,121.57,2024-09-28
TA16350,T9775,A111,37.66,2024-09-26
TA16351,T9775,A106,39.88,2024-09-26
TA16352,T9775,A120,31.45,2024-09-26
TA16353,T9776,A125,98.0,2024-09-26
TA16354,T9777,A187,53.67,2024-09-26
TA16355,T9777,A165,36.07,2024-09-26
TA16356,T9777,A160,23.83,2024-09-26
TA16357,T9777,A162,25.43,2024-09-26
TA16358,T9778,A204,10.63,2024-09-21
TA16359,T9778,A216,68.13,2024-09-21
TA16360,T9778,A202,45.24,2024-09-21
TA16361,T9779,A232,129.01,2024-09-26
TA16362,T9779,A231,4.28,2024-09-26
TA16363,T9779,A272,8.71,2024-09-26
TA16364,T9780,A220,6.0,2024-10-09
TA16365,T9781,A237,10.0,2024-10-04
TA16366,T9782,A077,30.0,2024-09-26
TA16367,T9783,A190,26.0,2024-09-27
TA16368,T9784,A204,8.79,2024-09-26
TA16369,T9784,A205,43.21,2024-09-26
TA16370,T9785,A232,33.38,2024-09-25
TA16371,T9785,A275,21.62,2024-09-25
TA16372,T9786,A112,37.0,2024-10-02
TA16373,T9787,A213,27.0,2024-10-01
TA16374,T9788,A232,39.0,2024-09-29
TA16375,T9789,A001,97.46,2024-10-07
TA16376,T9789,A038,100.54,2024-10-07
TA16377,T9790,A058,23.78,2024-10-04
TA16378,T9790,A060,68.22,2024-10-04
TA16379,T9791,A095,65.0,2024-10-07
TA16380,T9792,A125,24.29,2024-10-08
TA16381,T9792,A123,14.64,2024-10-08
TA16382,T9792,A135,104.07,2024-10-08
TA16383,T9793,A195,39.9,2024-10-07
TA16384,T9793,A152,155.1,2024-10-07
TA16385,T9794,A210,51.24,2024-10-06
TA16386,T9794,A207,16.31,2024-10-06
TA16387,T9794,A219,62.77,2024-10-06
TA16388,T9794,A201,7.68,2024-10-06
TA16389,T9795,A241,151.02,2024-10-08
TA16390,T9795,A252,3.98,2024-10-08
TA16391,T9796,A218,17.0,2024-10-03
TA16392,T9797,A292,9.0,2024-10-06
TA16393,T9798,A088,44.0,2024-09-21
TA16394,T9799,A212,51.0,2024-09-27
TA16395,T9800,A249,47.0,2024-09-25
TA16396,T9801,A086,44.0,2024-10-02
TA16397,T9802,A202,21.0,2024-10-02
TA16398,T9803,A277,52.0,2024-09-29
TA16399,T9804,A076,12.0,2024-10-01
TA16400,T9805,A216,16.0,2024-10-01
TA16401,T9806,A284,7.0,2024-10-02
TA16402,T9807,A111,25.0,2024-09-28
TA16403,T9808,A213,37.0,2024-09-28
TA16404,T9809,A293,33.38,2024-09-29
TA16405,T9809,A300,20.62,2024-09-29
TA16406,T9810,A100,10.0,2024-10-02
TA16407,T9811,A208,17.0,2024-10-04
TA16408,T9812,A231,12.0,2024-10-06
TA16409,T9813,A098,26.03,2024-10-01
TA16410,T9813,A074,25.97,2024-10-01
TA16411,T9814,A129,23.0,2024-09-29
TA16412,T9815,A205,37.0,2024-10-01
TA16413,T9816,A296,20.0,2024-09-29
TA16414,T9817,A061,33.0,2024-09-22
TA16415,T9818,A218,42.0,2024-09-22
TA16416,T9819,A251,29.0,2024-09-23
TA16417,T9820,A113,49.0,2024-09-29
TA16418,T9821,A150,31.0,2024-10-01
TA16419,T9822,A217,35.0,2024-10-01
TA16420,T9823,A271,52.0,2024-09-29
TA16421,T9824,A099,49.0,2024-09-30
TA16422,T9825,A201,23.73,2024-09-30
TA16423,T9825,A204,25.27,2024-09-30
TA16424,T9826,A230,26.0,2024-09-29
TA16425,T9827,A095,17.0,2024-09-27
TA16426,T9828,A210,7.0,2024-09-27
TA16427,T9829,A273,15.0,2024-09-27
TA16428,T9830,A066,56.0,2024-10-05
TA16429,T9831,A218,32.0,2024-10-06
TA16430,T9832,A260,21.0,2024-10-01
TA16431,T9833,A015,67.0,2024-09-28
TA16432,T9834,A059,69.07,2024-09-28
TA16433,T9834,A043,43.93,2024-09-28
TA16434,T9835,A095,32.54,2024-10-04
TA16435,T9835,A071,82.46,2024-10-04
TA16436,T9836,A131,142.6,2024-10-02
TA16437,T9836,A130,7.4,2024-10-02
TA16438,T9837,A192,38.8,2024-09-29
TA16439,T9837,A151,132.2,2024-09-29
TA16440,T9838,A220,85.0,2024-09-29
TA16441,T9839,A299,56.97,2024-10-01
TA16442,T9839,A262,69.01,2024-10-01
TA16443,T9839,A226,8.25,2024-10-01
TA16444,T9839,A278,26.76,2024-10-01
TA16445,T9840,A066,45.0,2024-10-05
TA16446,T9841,A196,56.0,2024-10-05
TA16447,T9842,A203,1.66,2024-10-02
TA16448,T9842,A214,42.34,2024-10-02
TA16449,T9843,A281,37.0,2024-10-05
TA16450,T9844,A091,16.0,2024-09-26
TA16451,T9845,A220,19.0,2024-09-24
TA16452,T9846,A226,6.0,2024-09-25
TA16453,T9847,A028,57.91,2024-09-24
TA16454,T9847,A033,44.4,2024-09-24
TA16455,T9847,A023,2.7,2024-09-24
TA16456,T9848,A060,86.21,2024-09-27
TA16457,T9848,A041,61.79,2024-09-27
TA16458,T9849,A105,28.28,2024-09-26
TA16459,T9849,A083,118.72,2024-09-26
TA16460,T9850,A134,72.0,2024-09-26
TA16461,T9851,A157,89.1,2024-09-26
TA16462,T9851,A154,14.99,2024-09-26
TA16463,T9851,A181,19.91,2024-09-26
TA16464,T9852,A206,31.7,2024-09-29
TA16465,T9852,A208,33.53,2024-09-29
TA16466,T9852,A202,38.77,2024-09-29
TA16467,T9853,A260,52.24,2024-09-26
TA16468,T9853,A269,22.85,2024-09-26
TA16469,T9853,A255,53.72,2024-09-26
TA16470,T9853,A230,12.19,2024-09-26
TA16471,T9854,A113,22.0,2024-10-03
TA16472,T9855,A155,20.0,2024-10-04
TA16473,T9856,A202,19.55,2024-10-06
TA16474,T9856,A210,30.45,2024-10-06
TA16475,T9857,A247,34.0,2024-10-03
TA16476,T9858,A086,25.74,2024-07-05
TA16477,T9858,A114,23.26,2024-07-05
TA16478,T9859,A204,25.0,2024-07-25
TA16479,T9860,A264,56.0,2024-07-27
TA16480,T9861,A065,5.0,2024-06-11
TA16481,T9862,A202,11.0,2024-06-04
TA16482,T9863,A270,5.0,2024-07-06
TA16483,T9864,A207,5.0,2024-07-02
TA16484,T9865,A221,12.0,2024-07-14
TA16485,T9866,A064,15.0,2024-04-26
TA16486,T9867,A201,6.0,2024-05-05
TA16487,T9868,A293,16.0,2024-05-02
TA16488,T9869,A220,8.0,2024-05-02
TA16489,T9870,A270,18.0,2024-05-10
TA16490,T9871,A082,19.0,2024-06-06
TA16491,T9872,A202,14.0,2024-06-18
TA16492,T9873,A298,10.0,2024-05-14
TA16493,T9874,A102,8.0,2024-04-24
TA16494,T9875,A208,5.0,2024-05-05
TA16495,T9876,A278,14.0,2024-04-13
TA16496,T9877,A040,87.0,2024-06-24
TA16497,T9878,A042,64.0,2024-07-02
TA16498,T9879,A113,53.2,2024-06-26
TA16499,T9879,A109,5.44,2024-06-26
TA16500,T9879,A076,52.36,2024-06-26
TA16501,T9880,A128,152.59,2024-06-29
TA16502,T9880,A133,3.32,2024-06-29
TA16503,T9880,A136,12.1,2024-06-29
TA16504,T9881,A185,25.61,2024-06-25
TA16505,T9881,A143,91.99,2024-06-25
TA16506,T9881,A187,64.4,2024-06-25
TA16507,T9882,A205,28.48,2024-06-28
TA16508,T9882,A207,57.03,2024-06-28
TA16509,T9882,A214,17.52,2024-06-28
TA16510,T9882,A202,21.97,2024-06-28
TA16511,T9883,A223,132.92,2024-06-30
TA16512,T9883,A288,18.08,2024-06-30
TA16513,T9884,A025,15.77,2024-04-17
TA16514,T9884,A033,9.29,2024-04-17
TA16515,T9884,A011,46.78,2024-04-17
TA16516,T9884,A001,71.15,2024-04-17
TA16517,T9885,A056,19.62,2024-04-19
TA16518,T9885,A055,111.29,2024-04-19
TA16519,T9885,A049,50.88,2024-04-19
TA16520,T9885,A060,9.22,2024-04-19
TA16521,T9886,A080,31.82,2024-04-20
TA16522,T9886,A072,87.18,2024-04-20
TA16523,T9887,A122,81.0,2024-04-14
TA16524,T9888,A143,91.0,2024-04-18
TA16525,T9889,A202,46.12,2024-04-20
TA16526,T9889,A215,57.92,2024-04-20
TA16527,T9889,A218,7.96,2024-04-20
TA16528,T9890,A283,88.28,2024-04-16
TA16529,T9890,A224,61.72,2024-04-16
TA16530,T9891,A070,16.18,2024-06-15
TA16531,T9891,A088,30.82,2024-06-15
TA16532,T9892,A158,34.0,2024-05-27
TA16533,T9893,A213,52.0,2024-06-02
TA16534,T9894,A299,22.49,2024-06-13
TA16535,T9894,A285,28.51,2024-06-13
TA16536,T9895,A207,16.0,2024-06-24
TA16537,T9896,A279,14.0,2024-07-10
TA16538,T9897,A209,14.0,2024-05-16
TA16539,T9898,A267,17.0,2024-05-02
TA16540,T9899,A037,91.0,2024-06-13
TA16541,T9900,A049,59.6,2024-06-18
TA16542,T9900,A055,72.4,2024-06-18
TA16543,T9901,A103,59.71,2024-06-16
TA16544,T9901,A110,102.06,2024-06-16
TA16545,T9901,A107,0.23,2024-06-16
TA16546,T9902,A140,110.94,2024-06-16
TA16547,T9902,A121,77.06,2024-06-16
TA16548,T9903,A180,124.5,2024-06-07
TA16549,T9903,A156,62.5,2024-06-07
TA16550,T9904,A206,39.11,2024-06-16
TA16551,T9904,A210,74.32,2024-06-16
TA16552,T9904,A212,77.57,2024-06-16
TA16553,T9905,A295,93.0,2024-06-11
TA16554,T9906,A032,96.0,2024-05-27
TA16555,T9907,A043,50.11,2024-06-09
TA16556,T9907,A046,11.05,2024-06-09
TA16557,T9907,A056,58.85,2024-06-09
TA16558,T9908,A112,74.15,2024-05-29
TA16559,T9908,A093,51.94,2024-05-29
TA16560,T9908,A061,37.91,2024-05-29
TA16561,T9909,A122,87.16,2024-06-08
TA16562,T9909,A131,38.84,2024-06-08
TA16563,T9910,A171,45.83,2024-05-29
TA16564,T9910,A196,49.9,2024-05-29
TA16565,T9910,A152,5.61,2024-05-29
TA16566,T9910,A172,3.66,2024-05-29
TA16567,T9911,A219,97.0,2024-05-24
TA16568,T9912,A273,88.0,2024-06-05
TA16569,T9913,A120,12.49,2024-05-30
TA16570,T9913,A112,35.51,2024-05-30
TA16571,T9914,A220,38.67,2024-06-16
TA16572,T9914,A214,16.33,2024-06-16
TA16573,T9915,A252,4.89,2024-05-26
TA16574,T9915,A256,38.11,2024-05-26
TA16575,T9916,A029,20.67,2024-08-17
TA16576,T9916,A008,29.99,2024-08-17
TA16577,T9916,A005,40.39,2024-08-17
TA16578,T9916,A015,50.96,2024-08-17
TA16579,T9917,A045,107.52,2024-07-19
TA16580,T9917,A049,15.48,2024-07-19
TA16581,T9918,A069,107.76,2024-07-30
TA16582,T9918,A064,6.6,2024-07-30
TA16583,T9918,A117,12.86,2024-07-30
TA16584,T9918,A100,70.79,2024-07-30
TA16585,T9919,A136,70.0,2024-08-11
TA16586,T9920,A150,26.87,2024-07-30
TA16587,T9920,A171,110.11,2024-07-30
TA16588,T9920,A156,11.14,2024-07-30
TA16589,T9920,A142,11.88,2024-07-30
TA16590,T9921,A202,104.74,2024-07-17
TA16591,T9921,A205,4.32,2024-07-17
TA16592,T9921,A215,6.93,2024-07-17
TA16593,T9921,A208,42.02,2024-07-17
TA16594,T9922,A230,2.63,2024-07-13
TA16595,T9922,A281,44.99,2024-07-13
TA16596,T9922,A236,87.8,2024-07-13
TA16597,T9922,A221,38.57,2024-07-13
TA16598,T9923,A029,128.84,2024-06-07
TA16599,T9923,A035,14.03,2024-06-07
TA16600,T9923,A027,5.14,2024-06-07
TA16601,T9924,A043,17.36,2024-06-11
TA16602,T9924,A057,12.05,2024-06-11
TA16603,T9924,A046,30.59,2024-06-11
TA16604,T9924,A047,48.01,2024-06-11
TA16605,T9925,A063,26.08,2024-06-04
TA16606,T9925,A083,53.92,2024-06-04
TA16607,T9926,A130,34.5,2024-06-09
TA16608,T9926,A131,13.75,2024-06-09
TA16609,T9926,A133,95.37,2024-06-09
TA16610,T9926,A127,24.37,2024-06-09
TA16611,T9927,A174,92.33,2024-06-05
TA16612,T9927,A179,87.67,2024-06-05
TA16613,T9928,A204,19.56,2024-06-12
TA16614,T9928,A206,69.44,2024-06-12
TA16615,T9929,A249,21.13,2024-06-11
TA16616,T9929,A295,21.06,2024-06-11
TA16617,T9929,A289,87.81,2024-06-11
TA16618,T9930,A111,16.0,2024-06-28
TA16619,T9931,A217,11.0,2024-07-13
TA16620,T9932,A246,14.0,2024-06-13
TA16621,T9933,A006,53.39,2024-05-29
TA16622,T9933,A024,28.61,2024-05-29
TA16623,T9934,A057,2.59,2024-04-15
TA16624,T9934,A056,23.19,2024-04-15
TA16625,T9934,A050,158.21,2024-04-15
TA16626,T9935,A100,64.86,2024-05-30
TA16627,T9935,A080,47.25,2024-05-30
TA16628,T9935,A072,1.77,2024-05-30
TA16629,T9935,A077,37.12,2024-05-30
TA16630,T9936,A138,52.23,2024-06-22
TA16631,T9936,A130,12.67,2024-06-22
TA16632,T9936,A133,100.1,2024-06-22
TA16633,T9937,A143,31.84,2024-05-13
TA16634,T9937,A166,47.16,2024-05-13
TA16635,T9938,A218,22.96,2024-06-20
TA16636,T9938,A202,98.96,2024-06-20
TA16637,T9938,A215,18.09,2024-06-20
TA16638,T9939,A223,48.11,2024-05-06
TA16639,T9939,A300,8.23,2024-05-06
TA16640,T9939,A255,61.57,2024-05-06
TA16641,T9939,A279,8.09,2024-05-06
TA16642,T9940,A067,13.0,2024-04-19
TA16643,T9941,A217,13.0,2024-04-24
TA16644,T9942,A253,8.0,2024-04-28
TA16645,T9943,A087,6.73,2024-06-23
TA16646,T9943,A096,39.27,2024-06-23
TA16647,T9944,A211,16.78,2024-06-15
TA16648,T9944,A219,41.22,2024-06-15
TA16649,T9945,A266,25.0,2024-06-03
TA16650,T9946,A023,76.42,2024-06-14
TA16651,T9946,A008,61.29,2024-06-14
TA16652,T9946,A026,34.82,2024-06-14
TA16653,T9946,A028,6.47,2024-06-14
TA16654,T9947,A044,73.53,2024-07-11
TA16655,T9947,A047,121.47,2024-07-11
TA16656,T9948,A064,123.54,2024-06-13
TA16657,T9948,A119,28.46,2024-06-13
TA16658,T9949,A126,0.88,2024-07-24
TA16659,T9949,A132,26.0,2024-07-24
TA16660,T9949,A139,69.45,2024-07-24
TA16661,T9949,A133,68.67,2024-07-24
TA16662,T9950,A154,33.9,2024-07-11
TA16663,T9950,A192,37.1,2024-07-11
TA16664,T9951,A216,55.03,2024-07-07
TA16665,T9951,A215,11.97,2024-07-07
TA16666,T9952,A266,94.85,2024-07-04
TA16667,T9952,A257,44.15,2024-07-04
TA16668,T9953,A207,9.0,2024-06-13
TA16669,T9954,A242,6.0,2024-05-14
TA16670,T9955,A207,9.0,2024-06-30
TA16671,T9956,A241,19.0,2024-06-29
TA16672,T9957,A201,14.0,2024-06-21
TA16673,T9958,A254,16.0,2024-06-22
TA16674,T9959,A105,27.0,2024-08-02
TA16675,T9960,A158,44.2,2024-08-14
TA16676,T9960,A159,8.8,2024-08-14
TA16677,T9961,A203,50.0,2024-07-31
TA16678,T9962,A288,6.69,2024-07-15
TA16679,T9962,A223,34.31,2024-07-15
TA16680,T9963,A216,8.0,2024-07-23
TA16681,T9964,A270,7.0,2024-07-20
TA16682,T9965,A065,12.0,2024-06-03
TA16683,T9966,A213,14.0,2024-06-10
TA16684,T9967,A264,18.0,2024-06-01
TA16685,T9968,A216,17.0,2024-05-31
TA16686,T9969,A256,8.0,2024-05-26
TA16687,T9970,A001,34.96,2024-07-20
TA16688,T9970,A012,65.04,2024-07-20
TA16689,T9971,A044,89.94,2024-07-17
TA16690,T9971,A050,98.06,2024-07-17
TA16691,T9972,A078,36.07,2024-08-07
TA16692,T9972,A112,107.53,2024-08-07
TA16693,T9972,A072,21.4,2024-08-07
TA16694,T9973,A127,32.56,2024-07-07
TA16695,T9973,A139,66.44,2024-07-07
TA16696,T9974,A193,8.93,2024-07-24
TA16697,T9974,A163,124.07,2024-07-24
TA16698,T9975,A216,78.96,2024-06-24
TA16699,T9975,A205,97.04,2024-06-24
TA16700,T9976,A278,27.34,2024-07-25
TA16701,T9976,A229,30.61,2024-07-25
TA16702,T9976,A297,72.5,2024-07-25
TA16703,T9976,A281,30.55,2024-07-25
TA16704,T9977,A079,22.0,2024-06-19
TA16705,T9978,A197,21.0,2024-06-21
TA16706,T9979,A208,35.0,2024-05-29
TA16707,T9980,A279,31.0,2024-05-28
TA16708,T9981,A019,73.31,2024-06-21
TA16709,T9981,A026,16.8,2024-06-21
TA16710,T9981,A032,81.89,2024-06-21
TA16711,T9982,A050,90.38,2024-07-05
TA16712,T9982,A045,80.62,2024-07-05
TA16713,T9983,A070,88.83,2024-07-12
TA16714,T9983,A111,0.17,2024-07-12
TA16715,T9984,A132,77.0,2024-07-02
TA16716,T9985,A176,7.87,2024-08-05
TA16717,T9985,A171,78.71,2024-08-05
TA16718,T9985,A157,8.4,2024-08-05
TA16719,T9985,A187,61.03,2024-08-05
TA16720,T9986,A205,124.7,2024-06-18
TA16721,T9986,A203,10.07,2024-06-18
TA16722,T9986,A218,4.23,2024-06-18
TA16723,T9987,A228,112.65,2024-07-20
TA16724,T9987,A254,25.4,2024-07-20
TA16725,T9987,A286,42.95,2024-07-20
TA16726,T9988,A015,3.19,2024-06-01
TA16727,T9988,A021,102.81,2024-06-01
TA16728,T9989,A048,131.89,2024-06-06
TA16729,T9989,A058,10.11,2024-06-06
TA16730,T9990,A080,40.27,2024-05-16
TA16731,T9990,A062,62.41,2024-05-16
TA16732,T9990,A075,75.32,2024-05-16
TA16733,T9991,A124,37.96,2024-05-22
TA16734,T9991,A137,28.88,2024-05-22
TA16735,T9991,A135,36.84,2024-05-22
TA16736,T9991,A140,44.32,2024-05-22
TA16737,T9992,A184,21.66,2024-05-18
TA16738,T9992,A154,53.34,2024-05-18
TA16739,T9993,A216,38.57,2024-06-03
TA16740,T9993,A213,30.43,2024-06-03
TA16741,T9994,A263,124.88,2024-06-11
TA16742,T9994,A286,33.29,2024-06-11
TA16743,T9994,A268,19.83,2024-06-11
TA16744,T9995,A120,7.9,2024-06-18
TA16745,T9995,A083,38.1,2024-06-18
TA16746,T9996,A208,43.0,2024-06-26
TA16747,T9997,A247,38.0,2024-06-06
TA16748,T9998,A212,17.0,2024-10-26
TA16749,T9999,A286,13.0,2024-10-27
TA16750,T10000,A101,48.0,2024-10-06
TA16751,T10001,A126,0.23,2024-10-09
TA16752,T10001,A135,48.77,2024-10-09
TA16753,T10002,A219,38.0,2024-10-18
TA16754,T10003,A258,40.57,2024-10-01
TA16755,T10003,A247,2.43,2024-10-01
TA16756,T10004,A095,54.0,2024-10-13
TA16757,T10005,A195,24.0,2024-10-10
TA16758,T10006,A215,30.0,2024-10-25
TA16759,T10007,A260,57.0,2024-10-23
TA16760,T10008,A219,11.0,2024-11-06
TA16761,T10009,A243,6.0,2024-11-05
TA16762,T10010,A017,110.95,2024-10-12
TA16763,T10010,A002,87.05,2024-10-12
TA16764,T10011,A041,76.27,2024-10-15
TA16765,T10011,A058,38.73,2024-10-15
TA16766,T10012,A100,35.37,2024-10-13
TA16767,T10012,A066,118.63,2024-10-13
TA16768,T10013,A126,49.35,2024-10-13
TA16769,T10013,A127,75.43,2024-10-13
TA16770,T10013,A132,5.14,2024-10-13
TA16771,T10013,A125,19.08,2024-10-13
TA16772,T10014,A160,84.58,2024-10-14
TA16773,T10014,A162,0.42,2024-10-14
TA16774,T10015,A201,84.98,2024-10-14
TA16775,T10015,A218,35.0,2024-10-14
TA16776,T10015,A204,16.82,2024-10-14
TA16777,T10015,A207,50.2,2024-10-14
TA16778,T10016,A246,102.68,2024-10-13
TA16779,T10016,A291,7.62,2024-10-13
TA16780,T10016,A275,14.01,2024-10-13
TA16781,T10016,A253,74.68,2024-10-13
TA16782,T10017,A017,127.19,2024-09-28
TA16783,T10017,A031,26.88,2024-09-28
TA16784,T10017,A005,12.47,2024-09-28
TA16785,T10017,A039,7.46,2024-09-28
TA16786,T10018,A059,12.63,2024-10-02
TA16787,T10018,A053,120.37,2024-10-02
TA16788,T10019,A112,17.23,2024-10-23
TA16789,T10019,A075,53.81,2024-10-23
TA16790,T10019,A110,94.96,2024-10-23
TA16791,T10020,A136,53.23,2024-10-26
TA16792,T10020,A121,15.46,2024-10-26
TA16793,T10020,A126,33.21,2024-10-26
TA16794,T10020,A134,2.1,2024-10-26
TA16795,T10021,A157,60.0,2024-10-21
TA16796,T10022,A220,55.19,2024-10-01
TA16797,T10022,A210,89.23,2024-10-01
TA16798,T10022,A202,36.59,2024-10-01
TA16799,T10023,A241,66.54,2024-10-26
TA16800,T10023,A262,11.8,2024-10-26
TA16801,T10023,A270,35.66,2024-10-26
TA16802,T10024,A218,13.0,2024-10-30
TA16803,T10025,A293,6.0,2024-10-19
TA16804,T10026,A205,19.0,2024-10-20
TA16805,T10027,A291,5.0,2024-10-19
TA16806,T10028,A037,82.0,2024-10-19
TA16807,T10029,A053,69.58,2024-10-25
TA16808,T10029,A055,50.98,2024-10-25
TA16809,T10029,A060,30.77,2024-10-25
TA16810,T10029,A041,14.66,2024-10-25
TA16811,T10030,A081,41.13,2024-10-24
TA16812,T10030,A063,97.4,2024-10-24
TA16813,T10030,A066,23.47,2024-10-24
TA16814,T10031,A124,144.54,2024-10-23
TA16815,T10031,A122,15.12,2024-10-23
TA16816,T10031,A129,34.34,2024-10-23
TA16817,T10032,A155,86.0,2024-10-23
TA16818,T10033,A218,96.91,2024-10-24
TA16819,T10033,A208,46.09,2024-10-24
TA16820,T10034,A274,66.26,2024-10-25
TA16821,T10034,A248,23.76,2024-10-25
TA16822,T10034,A247,11.3,2024-10-25
TA16823,T10034,A249,14.68,2024-10-25
TA16824,T10035,A021,52.98,2024-10-31
TA16825,T10035,A004,27.16,2024-10-31
TA16826,T10035,A032,22.02,2024-10-31
