delivery_id,project_id,sequence_id,shot_id,version,delivery_date,client_status,review_days,final_delivery
D4229,P004,SQ072,SH2134,V001,2025-03-26,Rejected,2,False
D4230,P004,SQ072,SH2134,V002,2025-03-28,Rejected,1,False
D4231,P004,SQ072,SH2134,V003,2025-03-29,Approved,13,True
D4232,P004,SQ073,SH2135,V001,2025-04-24,Approved,8,True
D4233,P004,SQ073,SH2136,V001,2025-04-08,Rejected,7,False
D4234,P004,SQ073,SH2136,V002,2025-04-15,Rejected,14,False
D4235,P004,SQ073,SH2136,V003,2025-04-29,Rejected,10,False
D4236,P004,SQ073,SH2136,V004,2025-05-09,Approved,8,True
D4237,P004,SQ073,SH2137,V001,2025-04-30,Rejected,7,False
D4238,P004,SQ073,SH2137,V002,2025-05-07,Approved,8,True
D4239,P004,SQ073,SH2138,V001,2025-04-26,Approved,10,True
D4240,P004,SQ073,SH2139,V001,2025-04-04,Approved,7,True
D4241,P004,SQ073,SH2140,V001,2025-03-15,Rejected,5,False
D4242,P004,SQ073,SH2140,V002,2025-03-20,Approved,2,True
D4243,P004,SQ073,SH2141,V001,2025-05-01,Approved,12,True
D4244,P004,SQ073,SH2142,V001,2025-04-22,Approved,4,True
D4245,P005,SQ074,SH2143,V001,2026-03-03,Rejected,9,False
D4246,P005,SQ074,SH2143,V002,2026-03-12,Rejected,3,False
D4247,P005,SQ074,SH2143,V003,2026-03-15,Approved,8,True
D4248,P005,SQ074,SH2144,V001,2025-12-07,Rejected,9,False
D4249,P005,SQ074,SH2144,V002,2025-12-16,Rejected,2,False
D4250,P005,SQ074,SH2144,V003,2025-12-18,Rejected,2,False
D4251,P005,SQ074,SH2144,V004,2025-12-20,Approved,8,True
D4252,P005,SQ074,SH2145,V001,2026-02-16,Rejected,5,False
D4253,P005,SQ074,SH2145,V002,2026-02-21,Rejected,13,False
D4254,P005,SQ074,SH2145,V003,2026-03-06,Rejected,2,False
D4255,P005,SQ074,SH2145,V004,2026-03-08,Approved,2,True
D4256,P005,SQ074,SH2146,V001,2026-01-18,Rejected,1,False
D4257,P005,SQ074,SH2146,V002,2026-01-19,Approved,8,True
D4258,P005,SQ074,SH2147,V001,2026-01-26,Rejected,12,False
D4259,P005,SQ074,SH2147,V002,2026-02-07,Approved,2,True
D4260,P005,SQ074,SH2148,V001,2026-01-13,Rejected,7,False
D4261,P005,SQ074,SH2148,V002,2026-01-20,Approved,6,True
D4262,P005,SQ074,SH2149,V001,2026-01-25,Approved,14,True
D4263,P005,SQ074,SH2150,V001,2025-12-16,Rejected,9,False
D4264,P005,SQ074,SH2150,V002,2025-12-25,Rejected,14,False
D4265,P005,SQ074,SH2150,V003,2026-01-08,Approved,8,True
D4266,P005,SQ074,SH2151,V001,2026-01-18,Approved,1,True
D4267,P005,SQ074,SH2152,V001,2026-01-10,Rejected,8,False
D4268,P005,SQ074,SH2152,V002,2026-01-18,Approved,2,True
D4269,P005,SQ074,SH2153,V001,2026-01-27,Approved,14,True
D4270,P005,SQ074,SH2154,V001,2026-01-20,Rejected,9,False
D4271,P005,SQ074,SH2154,V002,2026-01-29,Rejected,12,False
D4272,P005,SQ074,SH2154,V003,2026-02-10,Approved,1,True
D4273,P005,SQ074,SH2155,V001,2026-01-06,Approved,12,True
D4274,P005,SQ074,SH2156,V001,2026-02-15,Rejected,10,False
D4275,P005,SQ074,SH2156,V002,2026-02-25,Approved,10,True
D4276,P005,SQ074,SH2157,V001,2026-03-04,Rejected,14,False
D4277,P005,SQ074,SH2157,V002,2026-03-18,Approved,1,True
D4278,P005,SQ074,SH2158,V001,2026-03-01,Approved,9,True
D4279,P005,SQ074,SH2159,V001,2026-02-16,Rejected,4,False
D4280,P005,SQ074,SH2159,V002,2026-02-20,Approved,12,True
D4281,P005,SQ074,SH2160,V001,2025-12-27,Approved,8,True
D4282,P005,SQ074,SH2161,V001,2026-02-17,Rejected,13,False
D4283,P005,SQ074,SH2161,V002,2026-03-02,Rejected,12,False
D4284,P005,SQ074,SH2161,V003,2026-03-14,Approved,12,True
D4285,P005,SQ074,SH2162,V001,2026-01-24,Approved,6,True
D4286,P005,SQ074,SH2163,V001,2026-02-15,Rejected,6,False
D4287,P005,SQ074,SH2163,V002,2026-02-21,Approved,9,True
D4288,P005,SQ074,SH2164,V001,2026-03-02,Rejected,11,False
D4289,P005,SQ074,SH2164,V002,2026-03-13,Approved,3,True
D4290,P005,SQ074,SH2165,V001,2026-01-16,Approved,13,True
D4291,P005,SQ074,SH2166,V001,2026-01-27,Rejected,9,False
D4292,P005,SQ074,SH2166,V002,2026-02-05,Rejected,9,False
D4293,P005,SQ074,SH2166,V003,2026-02-14,Approved,7,True
D4294,P005,SQ074,SH2167,V001,2026-02-13,Rejected,1,False
D4295,P005,SQ074,SH2167,V002,2026-02-14,Rejected,3,False
D4296,P005,SQ074,SH2167,V003,2026-02-17,Rejected,5,False
D4297,P005,SQ074,SH2167,V004,2026-02-22,Approved,3,True
D4298,P005,SQ074,SH2168,V001,2026-01-12,Rejected,3,False
D4299,P005,SQ074,SH2168,V002,2026-01-15,Approved,10,True
D4300,P005,SQ074,SH2169,V001,2026-01-25,Rejected,3,False
D4301,P005,SQ074,SH2169,V002,2026-01-28,Approved,3,True
D4302,P005,SQ074,SH2170,V001,2026-03-05,Approved,6,True
D4303,P005,SQ074,SH2171,V001,2026-02-11,Rejected,5,False
D4304,P005,SQ074,SH2171,V002,2026-02-16,Approved,9,True
D4305,P005,SQ075,SH2172,V001,2026-05-19,Rejected,6,False
D4306,P005,SQ075,SH2172,V002,2026-05-25,Approved,2,True
D4307,P005,SQ075,SH2173,V001,2026-04-11,Rejected,7,False
D4308,P005,SQ075,SH2173,V002,2026-04-18,Rejected,5,False
D4309,P005,SQ075,SH2173,V003,2026-04-23,Rejected,12,False
D4310,P005,SQ075,SH2173,V004,2026-05-05,Approved,5,True
D4311,P005,SQ075,SH2174,V001,2026-05-17,Rejected,12,False
D4312,P005,SQ075,SH2174,V002,2026-05-29,Rejected,9,False
D4313,P005,SQ075,SH2174,V003,2026-06-07,Rejected,14,False
D4314,P005,SQ075,SH2174,V004,2026-06-21,Approved,10,True
D4315,P005,SQ075,SH2175,V001,2026-05-27,Rejected,11,False
D4316,P005,SQ075,SH2175,V002,2026-06-07,Approved,7,True
D4317,P005,SQ075,SH2176,V001,2026-06-26,Rejected,4,False
D4318,P005,SQ075,SH2176,V002,2026-06-30,Rejected,11,False
D4319,P005,SQ075,SH2176,V003,2026-07-11,Rejected,14,False
D4320,P005,SQ075,SH2176,V004,2026-07-25,Approved,10,True
D4321,P005,SQ075,SH2177,V001,2026-05-20,Rejected,3,False
D4322,P005,SQ075,SH2177,V002,2026-05-23,Rejected,4,False
D4323,P005,SQ075,SH2177,V003,2026-05-27,Approved,2,True
D4324,P005,SQ075,SH2180,V001,2026-05-29,Rejected,4,False
D4325,P005,SQ075,SH2180,V002,2026-06-02,Approved,12,True
D4326,P005,SQ075,SH2181,V001,2026-04-18,Rejected,3,False
D4327,P005,SQ075,SH2181,V002,2026-04-21,Rejected,4,False
D4328,P005,SQ075,SH2181,V003,2026-04-25,Approved,10,True
D4329,P005,SQ075,SH2182,V001,2026-01-20,Rejected,5,False
D4330,P005,SQ075,SH2182,V002,2026-01-25,Rejected,12,False
D4331,P005,SQ075,SH2182,V003,2026-02-06,Approved,5,True
D4332,P005,SQ075,SH2183,V001,2026-03-13,Rejected,4,False
D4333,P005,SQ075,SH2183,V002,2026-03-17,Rejected,1,False
D4334,P005,SQ075,SH2183,V003,2026-03-18,Approved,8,True
D4335,P005,SQ075,SH2185,V001,2026-05-03,Rejected,6,False
D4336,P005,SQ075,SH2185,V002,2026-05-09,Approved,6,True
D4337,P005,SQ075,SH2186,V001,2026-03-19,Approved,8,True
D4338,P005,SQ075,SH2187,V001,2026-03-28,Rejected,13,False
D4339,P005,SQ075,SH2187,V002,2026-04-10,Rejected,8,False
D4340,P005,SQ075,SH2187,V003,2026-04-18,Rejected,11,False
D4341,P005,SQ075,SH2187,V004,2026-04-29,Rejected,3,False
D4342,P005,SQ075,SH2187,V005,2026-05-02,Approved,13,True
D4343,P005,SQ075,SH2188,V001,2025-12-29,Approved,12,True
D4344,P005,SQ075,SH2189,V001,2026-06-08,Approved,4,True
D4345,P005,SQ075,SH2190,V001,2026-05-29,Approved,13,True
D4346,P005,SQ075,SH2191,V001,2026-05-05,Rejected,12,False
D4347,P005,SQ075,SH2191,V002,2026-05-17,Rejected,12,False
D4348,P005,SQ075,SH2191,V003,2026-05-29,Approved,1,True
D4349,P005,SQ075,SH2192,V001,2026-04-22,Rejected,4,False
D4350,P005,SQ075,SH2192,V002,2026-04-26,Approved,3,True
D4351,P005,SQ075,SH2193,V001,2026-03-17,Rejected,6,False
D4352,P005,SQ075,SH2193,V002,2026-03-23,Rejected,9,False
D4353,P005,SQ075,SH2193,V003,2026-04-01,Approved,12,True
D4354,P005,SQ075,SH2194,V001,2026-04-29,Approved,1,True
D4355,P005,SQ076,SH2195,V001,2025-01-30,Rejected,5,False
D4356,P005,SQ076,SH2195,V002,2025-02-04,Rejected,8,False
D4357,P005,SQ076,SH2195,V003,2025-02-12,Approved,8,True
D4358,P005,SQ076,SH2196,V001,2025-09-15,Approved,12,True
D4359,P005,SQ076,SH2197,V001,2026-01-31,Approved,3,True
D4360,P005,SQ076,SH2198,V001,2025-07-28,Rejected,1,False
D4361,P005,SQ076,SH2198,V002,2025-07-29,Approved,2,True
D4362,P005,SQ076,SH2199,V001,2025-09-07,Rejected,11,False
D4363,P005,SQ076,SH2199,V002,2025-09-18,Rejected,10,False
D4364,P005,SQ076,SH2199,V003,2025-09-28,Rejected,13,False
D4365,P005,SQ076,SH2199,V004,2025-10-11,Approved,2,True
D4366,P005,SQ076,SH2200,V001,2025-08-26,Approved,12,True
D4367,P005,SQ076,SH2201,V001,2025-05-14,Rejected,14,False
D4368,P005,SQ076,SH2201,V002,2025-05-28,Rejected,2,False
D4369,P005,SQ076,SH2201,V003,2025-05-30,Rejected,10,False
D4370,P005,SQ076,SH2201,V004,2025-06-09,Approved,7,True
D4371,P005,SQ076,SH2202,V001,2026-03-18,Rejected,13,False
D4372,P005,SQ076,SH2202,V002,2026-03-31,Rejected,8,False
D4373,P005,SQ076,SH2202,V003,2026-04-08,Rejected,2,False
D4374,P005,SQ076,SH2202,V004,2026-04-10,Approved,6,True
D4375,P005,SQ076,SH2203,V001,2025-11-15,Rejected,2,False
D4376,P005,SQ076,SH2203,V002,2025-11-17,Approved,4,True
D4377,P005,SQ076,SH2204,V001,2026-01-01,Approved,4,True
D4378,P005,SQ076,SH2205,V001,2025-08-16,Approved,3,True
D4379,P005,SQ076,SH2206,V001,2025-10-10,Rejected,5,False
D4380,P005,SQ076,SH2206,V002,2025-10-15,Rejected,3,False
D4381,P005,SQ076,SH2206,V003,2025-10-18,Rejected,9,False
D4382,P005,SQ076,SH2206,V004,2025-10-27,Approved,1,True
D4383,P005,SQ076,SH2207,V001,2025-08-22,Rejected,4,False
D4384,P005,SQ076,SH2207,V002,2025-08-26,Approved,5,True
D4385,P005,SQ076,SH2208,V001,2025-06-21,Approved,8,True
D4386,P005,SQ076,SH2209,V001,2026-03-10,Rejected,12,False
D4387,P005,SQ076,SH2209,V002,2026-03-22,Rejected,10,False
D4388,P005,SQ076,SH2209,V003,2026-04-01,Rejected,10,False
D4389,P005,SQ076,SH2209,V004,2026-04-11,Rejected,4,False
D4390,P005,SQ076,SH2209,V005,2026-04-15,Approved,4,True
D4391,P005,SQ076,SH2210,V001,2025-03-31,Approved,10,True
D4392,P005,SQ076,SH2211,V001,2025-11-10,Rejected,4,False
D4393,P005,SQ076,SH2211,V002,2025-11-14,Rejected,11,False
D4394,P005,SQ076,SH2211,V003,2025-11-25,Approved,3,True
D4395,P005,SQ076,SH2212,V001,2025-08-15,Rejected,10,False
D4396,P005,SQ076,SH2212,V002,2025-08-25,Rejected,12,False
D4397,P005,SQ076,SH2212,V003,2025-09-06,Approved,3,True
D4398,P005,SQ076,SH2213,V001,2025-08-22,Rejected,9,False
D4399,P005,SQ076,SH2213,V002,2025-08-31,Approved,7,True
D4400,P005,SQ076,SH2214,V001,2025-05-17,Approved,10,True
D4401,P005,SQ076,SH2215,V001,2025-04-07,Rejected,5,False
D4402,P005,SQ076,SH2215,V002,2025-04-12,Approved,8,True
D4403,P005,SQ076,SH2216,V001,2025-08-29,Rejected,4,False
D4404,P005,SQ076,SH2216,V002,2025-09-02,Approved,4,True
D4405,P005,SQ076,SH2217,V001,2025-08-27,Rejected,7,False
D4406,P005,SQ076,SH2217,V002,2025-09-03,Approved,3,True
D4407,P005,SQ076,SH2218,V001,2026-01-05,Rejected,7,False
D4408,P005,SQ076,SH2218,V002,2026-01-12,Approved,9,True
D4409,P005,SQ076,SH2219,V001,2025-08-06,Rejected,13,False
D4410,P005,SQ076,SH2219,V002,2025-08-19,Rejected,10,False
D4411,P005,SQ076,SH2219,V003,2025-08-29,Rejected,5,False
D4412,P005,SQ076,SH2219,V004,2025-09-03,Rejected,14,False
D4413,P005,SQ076,SH2219,V005,2025-09-17,Rejected,12,False
D4414,P005,SQ076,SH2219,V006,2025-09-29,Approved,2,True
D4415,P005,SQ076,SH2220,V001,2025-12-06,Rejected,8,False
D4416,P005,SQ076,SH2220,V002,2025-12-14,Rejected,8,False
D4417,P005,SQ076,SH2220,V003,2025-12-22,Approved,7,True
D4418,P005,SQ076,SH2221,V001,2025-08-30,Rejected,11,False
D4419,P005,SQ076,SH2221,V002,2025-09-10,Rejected,10,False
D4420,P005,SQ076,SH2221,V003,2025-09-20,Rejected,9,False
D4421,P005,SQ076,SH2221,V004,2025-09-29,Approved,11,True
D4422,P005,SQ076,SH2222,V001,2025-10-03,Rejected,10,False
D4423,P005,SQ076,SH2222,V002,2025-10-13,Rejected,9,False
D4424,P005,SQ076,SH2222,V003,2025-10-22,Rejected,9,False
D4425,P005,SQ076,SH2222,V004,2025-10-31,Rejected,5,False
D4426,P005,SQ076,SH2222,V005,2025-11-05,Approved,2,True
D4427,P005,SQ076,SH2223,V001,2025-08-01,Approved,7,True
D4428,P005,SQ076,SH2224,V001,2025-09-16,Rejected,4,False
D4429,P005,SQ076,SH2224,V002,2025-09-20,Approved,14,True
D4430,P005,SQ076,SH2225,V001,2025-11-18,Rejected,3,False
D4431,P005,SQ076,SH2225,V002,2025-11-21,Rejected,14,False
D4432,P005,SQ076,SH2225,V003,2025-12-05,Rejected,1,False
D4433,P005,SQ076,SH2225,V004,2025-12-06,Rejected,2,False
D4434,P005,SQ076,SH2225,V005,2025-12-08,Rejected,8,False
D4435,P005,SQ076,SH2225,V006,2025-12-16,Approved,7,True
D4436,P005,SQ076,SH2226,V001,2025-08-17,Approved,4,True
D4437,P005,SQ076,SH2227,V001,2025-10-06,Approved,8,True
D4438,P005,SQ076,SH2228,V001,2025-08-21,Rejected,2,False
D4439,P005,SQ076,SH2228,V002,2025-08-23,Approved,3,True
D4440,P005,SQ076,SH2229,V001,2025-05-01,Approved,6,True
D4441,P005,SQ076,SH2230,V001,2026-02-24,Rejected,10,False
D4442,P005,SQ076,SH2230,V002,2026-03-06,Rejected,5,False
D4443,P005,SQ076,SH2230,V003,2026-03-11,Rejected,8,False
D4444,P005,SQ076,SH2230,V004,2026-03-19,Approved,5,True
D4445,P005,SQ076,SH2231,V001,2026-02-19,Rejected,14,False
D4446,P005,SQ076,SH2231,V002,2026-03-05,Approved,3,True
D4447,P005,SQ076,SH2232,V001,2025-05-23,Rejected,5,False
D4448,P005,SQ076,SH2232,V002,2025-05-28,Rejected,13,False
D4449,P005,SQ076,SH2232,V003,2025-06-10,Approved,6,True
D4450,P005,SQ077,SH2234,V001,2026-05-13,Rejected,4,False
D4451,P005,SQ077,SH2234,V002,2026-05-17,Approved,6,True
D4452,P005,SQ077,SH2239,V001,2026-06-24,Approved,2,True
D4453,P005,SQ077,SH2240,V001,2026-06-14,Rejected,7,False
D4454,P005,SQ077,SH2240,V002,2026-06-21,Approved,8,True
D4455,P005,SQ077,SH2241,V001,2026-02-22,Approved,11,True
D4456,P005,SQ077,SH2245,V001,2026-04-27,Rejected,7,False
D4457,P005,SQ077,SH2245,V002,2026-05-04,Approved,9,True
D4458,P005,SQ077,SH2246,V001,2026-04-10,Rejected,10,False
D4459,P005,SQ077,SH2246,V002,2026-04-20,Approved,4,True
D4460,P005,SQ077,SH2249,V001,2026-04-02,Rejected,8,False
D4461,P005,SQ077,SH2249,V002,2026-04-10,Rejected,14,False
D4462,P005,SQ077,SH2249,V003,2026-04-24,Approved,4,True
D4463,P005,SQ077,SH2252,V001,2026-02-23,Rejected,7,False
D4464,P005,SQ077,SH2252,V002,2026-03-02,Rejected,13,False
D4465,P005,SQ077,SH2252,V003,2026-03-15,Rejected,8,False
D4466,P005,SQ077,SH2252,V004,2026-03-23,Approved,13,True
D4467,P005,SQ077,SH2253,V001,2026-04-17,Rejected,11,False
D4468,P005,SQ077,SH2253,V002,2026-04-28,Approved,3,True
D4469,P005,SQ077,SH2254,V001,2026-03-29,Rejected,5,False
D4470,P005,SQ077,SH2254,V002,2026-04-03,Rejected,7,False
D4471,P005,SQ077,SH2254,V003,2026-04-10,Approved,1,True
D4472,P005,SQ077,SH2255,V001,2026-06-14,Rejected,7,False
D4473,P005,SQ077,SH2255,V002,2026-06-21,Rejected,14,False
D4474,P005,SQ077,SH2255,V003,2026-07-05,Approved,11,True
D4475,P005,SQ077,SH2256,V001,2026-04-13,Rejected,2,False
D4476,P005,SQ077,SH2256,V002,2026-04-15,Rejected,13,False
D4477,P005,SQ077,SH2256,V003,2026-04-28,Rejected,13,False
D4478,P005,SQ077,SH2256,V004,2026-05-11,Approved,9,True
D4479,P005,SQ077,SH2260,V001,2026-06-22,Rejected,6,False
D4480,P005,SQ077,SH2260,V002,2026-06-28,Rejected,12,False
D4481,P005,SQ077,SH2260,V003,2026-07-10,Approved,1,True
D4482,P005,SQ077,SH2261,V001,2026-04-20,Rejected,10,False
D4483,P005,SQ077,SH2261,V002,2026-04-30,Approved,12,True
D4484,P005,SQ078,SH2262,V001,2025-05-27,Approved,9,True
D4485,P005,SQ078,SH2263,V001,2025-06-28,Approved,4,True
D4486,P005,SQ078,SH2264,V001,2025-06-05,Rejected,12,False
D4487,P005,SQ078,SH2264,V002,2025-06-17,Approved,5,True
D4488,P005,SQ078,SH2265,V001,2025-06-25,Rejected,12,False
D4489,P005,SQ078,SH2265,V002,2025-07-07,Rejected,4,False
D4490,P005,SQ078,SH2265,V003,2025-07-11,Approved,2,True
D4491,P005,SQ078,SH2266,V001,2025-06-04,Approved,9,True
D4492,P005,SQ078,SH2267,V001,2025-07-13,Approved,7,True
D4493,P005,SQ078,SH2268,V001,2025-06-13,Rejected,7,False
D4494,P005,SQ078,SH2268,V002,2025-06-20,Approved,13,True
D4495,P005,SQ078,SH2269,V001,2025-04-30,Approved,14,True
D4496,P005,SQ078,SH2270,V001,2025-07-25,Rejected,1,False
D4497,P005,SQ078,SH2270,V002,2025-07-26,Rejected,3,False
D4498,P005,SQ078,SH2270,V003,2025-07-29,Approved,8,True
D4499,P005,SQ078,SH2271,V001,2025-06-24,Approved,5,True
D4500,P005,SQ078,SH2272,V001,2025-08-07,Approved,10,True
D4501,P005,SQ078,SH2273,V001,2025-05-05,Rejected,1,False
D4502,P005,SQ078,SH2273,V002,2025-05-06,Approved,3,True
D4503,P005,SQ078,SH2274,V001,2025-07-13,Rejected,5,False
D4504,P005,SQ078,SH2274,V002,2025-07-18,Rejected,14,False
D4505,P005,SQ078,SH2274,V003,2025-08-01,Rejected,1,False
D4506,P005,SQ078,SH2274,V004,2025-08-02,Approved,6,True
D4507,P005,SQ078,SH2275,V001,2025-05-08,Rejected,3,False
D4508,P005,SQ078,SH2275,V002,2025-05-11,Rejected,14,False
D4509,P005,SQ078,SH2275,V003,2025-05-25,Rejected,13,False
D4510,P005,SQ078,SH2275,V004,2025-06-07,Rejected,4,False
D4511,P005,SQ078,SH2275,V005,2025-06-11,Approved,11,True
D4512,P005,SQ078,SH2276,V001,2025-06-21,Rejected,5,False
D4513,P005,SQ078,SH2276,V002,2025-06-26,Approved,3,True
D4514,P005,SQ078,SH2277,V001,2025-07-08,Approved,8,True
D4515,P005,SQ078,SH2278,V001,2025-06-30,Approved,7,True
D4516,P005,SQ078,SH2279,V001,2025-06-11,Approved,7,True
D4517,P005,SQ078,SH2280,V001,2025-07-12,Rejected,14,False
D4518,P005,SQ078,SH2280,V002,2025-07-26,Approved,14,True
D4519,P005,SQ078,SH2281,V001,2025-06-07,Approved,13,True
D4520,P005,SQ078,SH2282,V001,2025-07-05,Rejected,14,False
D4521,P005,SQ078,SH2282,V002,2025-07-19,Approved,3,True
D4522,P005,SQ078,SH2283,V001,2025-06-08,Approved,8,True
D4523,P005,SQ078,SH2284,V001,2025-06-30,Rejected,13,False
D4524,P005,SQ078,SH2284,V002,2025-07-13,Rejected,5,False
D4525,P005,SQ078,SH2284,V003,2025-07-18,Rejected,4,False
D4526,P005,SQ078,SH2284,V004,2025-07-22,Approved,10,True
D4527,P005,SQ078,SH2285,V001,2025-07-06,Rejected,3,False
D4528,P005,SQ078,SH2285,V002,2025-07-09,Rejected,6,False
D4529,P005,SQ078,SH2285,V003,2025-07-15,Rejected,7,False
D4530,P005,SQ078,SH2285,V004,2025-07-22,Rejected,14,False
D4531,P005,SQ078,SH2285,V005,2025-08-05,Approved,13,True
D4532,P005,SQ078,SH2286,V001,2025-05-30,Rejected,6,False
D4533,P005,SQ078,SH2286,V002,2025-06-05,Approved,7,True
D4534,P005,SQ078,SH2287,V001,2025-05-12,Approved,9,True
D4535,P005,SQ078,SH2288,V001,2025-06-11,Rejected,14,False
D4536,P005,SQ078,SH2288,V002,2025-06-25,Approved,1,True
D4537,P005,SQ078,SH2289,V001,2025-07-10,Rejected,5,False
D4538,P005,SQ078,SH2289,V002,2025-07-15,Approved,14,True
D4539,P005,SQ078,SH2290,V001,2025-06-14,Rejected,2,False
D4540,P005,SQ078,SH2290,V002,2025-06-16,Rejected,11,False
D4541,P005,SQ078,SH2290,V003,2025-06-27,Rejected,7,False
D4542,P005,SQ078,SH2290,V004,2025-07-04,Approved,12,True
D4543,P005,SQ078,SH2291,V001,2025-06-02,Rejected,10,False
D4544,P005,SQ078,SH2291,V002,2025-06-12,Approved,4,True
D4545,P005,SQ078,SH2292,V001,2025-07-18,Approved,12,True
D4546,P005,SQ078,SH2293,V001,2025-08-11,Rejected,8,False
D4547,P005,SQ078,SH2293,V002,2025-08-19,Rejected,11,False
D4548,P005,SQ078,SH2293,V003,2025-08-30,Rejected,1,False
D4549,P005,SQ078,SH2293,V004,2025-08-31,Approved,4,True
D4550,P005,SQ078,SH2294,V001,2025-08-03,Approved,2,True
D4551,P005,SQ078,SH2295,V001,2025-05-19,Rejected,5,False
D4552,P005,SQ078,SH2295,V002,2025-05-24,Approved,8,True
D4553,P005,SQ078,SH2296,V001,2025-08-06,Approved,13,True
D4554,P005,SQ078,SH2297,V001,2025-05-30,Approved,3,True
D4555,P005,SQ078,SH2298,V001,2025-06-17,Approved,7,True
D4556,P005,SQ078,SH2299,V001,2025-07-23,Rejected,11,False
D4557,P005,SQ078,SH2299,V002,2025-08-03,Approved,7,True
D4558,P005,SQ078,SH2300,V001,2025-08-11,Approved,14,True
D4559,P005,SQ078,SH2301,V001,2025-04-28,Approved,2,True
D4560,P005,SQ078,SH2302,V001,2025-06-26,Rejected,2,False
D4561,P005,SQ078,SH2302,V002,2025-06-28,Approved,12,True
D4562,P005,SQ078,SH2303,V001,2025-08-11,Rejected,11,False
D4563,P005,SQ078,SH2303,V002,2025-08-22,Rejected,6,False
D4564,P005,SQ078,SH2303,V003,2025-08-28,Approved,7,True
D4565,P005,SQ078,SH2304,V001,2025-05-19,Rejected,8,False
D4566,P005,SQ078,SH2304,V002,2025-05-27,Approved,6,True
D4567,P005,SQ078,SH2305,V001,2025-06-17,Rejected,7,False
D4568,P005,SQ078,SH2305,V002,2025-06-24,Approved,1,True
D4569,P005,SQ078,SH2306,V001,2025-06-24,Approved,12,True
D4570,P005,SQ078,SH2307,V001,2025-07-01,Approved,14,True
D4571,P005,SQ078,SH2308,V001,2025-04-19,Rejected,10,False
D4572,P005,SQ078,SH2308,V002,2025-04-29,Approved,14,True
D4573,P005,SQ078,SH2309,V001,2025-04-11,Rejected,8,False
D4574,P005,SQ078,SH2309,V002,2025-04-19,Rejected,9,False
D4575,P005,SQ078,SH2309,V003,2025-04-28,Approved,2,True
D4576,P005,SQ078,SH2310,V001,2025-07-11,Rejected,1,False
D4577,P005,SQ078,SH2310,V002,2025-07-12,Approved,10,True
D4578,P005,SQ078,SH2311,V001,2025-06-10,Rejected,2,False
D4579,P005,SQ078,SH2311,V002,2025-06-12,Rejected,1,False
D4580,P005,SQ078,SH2311,V003,2025-06-13,Rejected,9,False
D4581,P005,SQ078,SH2311,V004,2025-06-22,Rejected,5,False
D4582,P005,SQ078,SH2311,V005,2025-06-27,Rejected,10,False
D4583,P005,SQ078,SH2311,V006,2025-07-07,Approved,13,True
D4584,P005,SQ078,SH2312,V001,2025-05-19,Approved,4,True
D4585,P005,SQ078,SH2313,V001,2025-05-27,Rejected,6,False
D4586,P005,SQ078,SH2313,V002,2025-06-02,Approved,6,True
D4587,P005,SQ078,SH2314,V001,2025-07-10,Approved,5,True
D4588,P005,SQ078,SH2315,V001,2025-06-12,Rejected,1,False
D4589,P005,SQ078,SH2315,V002,2025-06-13,Rejected,4,False
D4590,P005,SQ078,SH2315,V003,2025-06-17,Approved,8,True
D4591,P005,SQ078,SH2316,V001,2025-06-24,Approved,4,True
D4592,P005,SQ078,SH2317,V001,2025-08-03,Rejected,7,False
D4593,P005,SQ078,SH2317,V002,2025-08-10,Rejected,2,False
D4594,P005,SQ078,SH2317,V003,2025-08-12,Rejected,11,False
D4595,P005,SQ078,SH2317,V004,2025-08-23,Approved,10,True
D4596,P005,SQ078,SH2318,V001,2025-05-14,Rejected,1,False
D4597,P005,SQ078,SH2318,V002,2025-05-15,Approved,12,True
D4598,P005,SQ078,SH2319,V001,2025-07-05,Approved,3,True
D4599,P005,SQ078,SH2320,V001,2025-06-12,Rejected,11,False
D4600,P005,SQ078,SH2320,V002,2025-06-23,Approved,5,True
D4601,P005,SQ078,SH2321,V001,2025-06-16,Rejected,13,False
D4602,P005,SQ078,SH2321,V002,2025-06-29,Rejected,7,False
D4603,P005,SQ078,SH2321,V003,2025-07-06,Approved,14,True
D4604,P005,SQ079,SH2322,V001,2026-04-25,Rejected,6,False
D4605,P005,SQ079,SH2322,V002,2026-05-01,Rejected,14,False
D4606,P005,SQ079,SH2322,V003,2026-05-15,Approved,2,True
D4607,P005,SQ079,SH2323,V001,2025-12-30,Rejected,14,False
D4608,P005,SQ079,SH2323,V002,2026-01-13,Approved,1,True
D4609,P005,SQ079,SH2326,V001,2026-06-19,Rejected,7,False
D4610,P005,SQ079,SH2326,V002,2026-06-26,Approved,5,True
D4611,P005,SQ079,SH2328,V001,2026-05-18,Approved,12,True
D4612,P005,SQ079,SH2330,V001,2026-02-20,Approved,8,True
D4613,P005,SQ079,SH2331,V001,2026-06-16,Rejected,4,False
D4614,P005,SQ079,SH2331,V002,2026-06-20,Rejected,4,False
D4615,P005,SQ079,SH2331,V003,2026-06-24,Approved,11,True
D4616,P005,SQ079,SH2332,V001,2026-06-28,Rejected,12,False
D4617,P005,SQ079,SH2332,V002,2026-07-10,Approved,4,True
D4618,P005,SQ079,SH2333,V001,2026-05-09,Rejected,13,False
D4619,P005,SQ079,SH2333,V002,2026-05-22,Rejected,14,False
D4620,P005,SQ079,SH2333,V003,2026-06-05,Rejected,8,False
