render_id,project_id,sequence_id,shot_id,frame_count,render_engine,render_status,render_hours,submission_date,completion_date
R3290,P004,SQ067,SH2015,70,Arnold,Success,3.1,2025-04-11,2025-04-11
R3291,P004,SQ067,SH2016,106,Arnold,Success,4.8,2025-04-17,2025-04-17
R3292,P004,SQ067,SH2016,106,Arnold,Success,3.96,2025-04-24,2025-04-24
R3293,P004,SQ067,SH2016,106,Arnold,Success,5.2,2025-04-16,2025-04-16
R3294,P004,SQ068,SH2017,405,RenderMan,Success,86.83,2024-12-10,2024-12-13
R3295,P004,SQ068,SH2017,405,RenderMan,Success,61.98,2024-12-21,2024-12-23
R3296,P004,SQ068,SH2017,405,V-Ray,Failed,96.17,2024-12-12,2024-12-16
R3297,P004,SQ068,SH2018,294,RenderMan,Success,26.53,2025-02-15,2025-02-16
R3298,P004,SQ068,SH2019,640,Arnold,Success,156.17,2025-02-24,2025-03-02
R3299,P004,SQ068,SH2020,278,Arnold,Success,20.73,2024-12-18,2024-12-18
R3300,P004,SQ068,SH2020,278,Arnold,Success,14.32,2024-12-07,2024-12-07
R3301,P004,SQ068,SH2020,278,V-Ray,Success,21.99,2024-12-09,2024-12-09
R3302,P004,SQ068,SH2021,77,Arnold,Success,2.57,2025-02-18,2025-02-18
R3303,P004,SQ068,SH2021,77,V-Ray,Success,1.7,2025-02-24,2025-02-24
R3304,P004,SQ068,SH2021,77,Arnold,Success,3.02,2025-02-22,2025-02-22
R3305,P004,SQ068,SH2022,100,RenderMan,Success,4.3,2025-02-07,2025-02-07
R3306,P004,SQ068,SH2023,118,V-Ray,Success,5.04,2025-01-04,2025-01-04
R3307,P004,SQ068,SH2023,118,Arnold,Success,5.63,2025-01-01,2025-01-01
R3308,P004,SQ068,SH2023,118,Arnold,Success,4.13,2024-12-28,2024-12-28
R3309,P004,SQ068,SH2024,55,Arnold,Success,1.38,2025-02-06,2025-02-06
R3310,P004,SQ068,SH2024,55,RenderMan,Success,2.7,2025-02-05,2025-02-05
R3311,P004,SQ068,SH2024,55,Arnold,Success,1.75,2025-02-02,2025-02-02
R3312,P004,SQ068,SH2025,112,Arnold,Success,4.71,2025-01-05,2025-01-05
R3313,P004,SQ068,SH2026,547,RenderMan,Success,84.19,2025-01-02,2025-01-05
R3314,P004,SQ068,SH2026,547,RenderMan,Success,124.79,2025-01-02,2025-01-07
R3315,P004,SQ068,SH2026,547,RenderMan,Success,118.35,2025-01-11,2025-01-15
R3316,P004,SQ068,SH2027,215,Arnold,Success,18.4,2025-01-31,2025-01-31
R3317,P004,SQ068,SH2028,289,Arnold,Success,27.3,2025-02-05,2025-02-06
R3318,P004,SQ068,SH2028,289,Arnold,Success,16.69,2025-02-02,2025-02-02
R3319,P004,SQ068,SH2028,289,Arnold,Success,25.81,2025-02-14,2025-02-15
R3320,P004,SQ068,SH2029,691,RenderMan,Success,101.43,2025-02-18,2025-02-22
R3321,P004,SQ068,SH2030,298,Arnold,Success,26.49,2025-01-30,2025-01-31
R3322,P004,SQ068,SH2031,42,Arnold,Success,0.95,2025-01-08,2025-01-08
R3323,P004,SQ068,SH2031,42,Arnold,Success,1.1,2025-01-13,2025-01-13
R3324,P004,SQ068,SH2032,93,Arnold,Failed,4.53,2025-01-22,2025-01-22
R3325,P004,SQ068,SH2033,241,Arnold,Success,19.43,2025-02-04,2025-02-04
R3326,P004,SQ068,SH2033,241,RenderMan,Success,23.56,2025-02-12,2025-02-12
R3327,P004,SQ068,SH2034,107,RenderMan,Success,2.91,2025-02-08,2025-02-08
R3328,P004,SQ068,SH2034,107,Arnold,Success,2.96,2025-01-29,2025-01-29
R3329,P004,SQ068,SH2034,107,Arnold,Success,4.03,2025-02-04,2025-02-04
R3330,P004,SQ068,SH2035,107,Arnold,Failed,2.42,2024-12-30,2024-12-30
R3331,P004,SQ068,SH2036,179,Arnold,Success,12.05,2025-02-14,2025-02-14
R3332,P004,SQ068,SH2037,91,V-Ray,Success,3.52,2025-01-07,2025-01-07
R3333,P004,SQ068,SH2038,130,Arnold,Failed,6.96,2024-12-17,2024-12-17
R3334,P004,SQ068,SH2038,130,Arnold,Success,7.39,2024-12-18,2024-12-18
R3335,P004,SQ069,SH2039,150,V-Ray,Success,8.85,2025-01-23,2025-01-23
R3336,P004,SQ069,SH2039,150,V-Ray,Success,13.14,2025-01-11,2025-01-11
R3337,P004,SQ069,SH2040,53,RenderMan,Success,2.58,2025-01-26,2025-01-26
R3338,P004,SQ069,SH2040,53,RenderMan,Success,2.22,2025-01-19,2025-01-19
R3339,P004,SQ069,SH2040,53,Arnold,Success,2.41,2025-01-22,2025-01-22
R3340,P004,SQ069,SH2041,308,Arnold,Success,71.31,2025-01-24,2025-01-26
R3341,P004,SQ069,SH2042,94,RenderMan,Success,3.94,2025-01-22,2025-01-22
R3342,P004,SQ069,SH2043,137,Arnold,Failed,10.11,2025-01-07,2025-01-07
R3343,P004,SQ069,SH2043,137,Arnold,Success,11.65,2025-01-08,2025-01-08
R3344,P004,SQ069,SH2044,88,Arnold,Success,4.23,2025-01-13,2025-01-13
R3345,P004,SQ069,SH2045,232,Arnold,Success,12.49,2025-01-20,2025-01-20
R3346,P004,SQ069,SH2045,232,V-Ray,Success,12.04,2025-01-15,2025-01-15
R3347,P004,SQ069,SH2045,232,RenderMan,Success,13.04,2025-01-16,2025-01-16
R3348,P004,SQ069,SH2046,78,V-Ray,Failed,3.83,2025-01-11,2025-01-11
R3349,P004,SQ069,SH2047,82,Arnold,Success,3.55,2025-01-08,2025-01-08
R3350,P004,SQ069,SH2048,545,Arnold,Success,61.68,2025-01-20,2025-01-22
R3351,P004,SQ069,SH2049,111,V-Ray,Failed,2.37,2025-01-24,2025-01-24
R3352,P004,SQ069,SH2049,111,RenderMan,Success,5.41,2025-01-24,2025-01-24
R3353,P004,SQ069,SH2049,111,Arnold,Success,4.5,2025-01-17,2025-01-17
R3354,P004,SQ069,SH2050,299,Arnold,Success,21.51,2025-01-04,2025-01-04
R3355,P004,SQ069,SH2050,299,Arnold,Success,28.82,2025-01-08,2025-01-09
R3356,P004,SQ069,SH2051,121,RenderMan,Success,11.0,2025-01-11,2025-01-11
R3357,P004,SQ069,SH2051,121,Arnold,Success,7.79,2025-01-13,2025-01-13
R3358,P004,SQ069,SH2052,56,Arnold,Success,1.65,2025-01-27,2025-01-27
R3359,P004,SQ069,SH2052,56,Arnold,Success,1.64,2025-01-15,2025-01-15
R3360,P004,SQ069,SH2052,56,V-Ray,Success,1.87,2025-01-17,2025-01-17
R3361,P004,SQ069,SH2053,448,V-Ray,Success,48.22,2025-01-19,2025-01-21
R3362,P004,SQ069,SH2054,284,V-Ray,Success,15.22,2025-01-26,2025-01-26
R3363,P004,SQ069,SH2054,284,Arnold,Success,14.37,2025-01-27,2025-01-27
R3364,P004,SQ069,SH2054,284,Arnold,Success,22.26,2025-01-15,2025-01-15
R3365,P004,SQ069,SH2055,96,RenderMan,Success,3.53,2025-01-12,2025-01-12
R3366,P004,SQ069,SH2055,96,RenderMan,Success,3.88,2025-01-15,2025-01-15
R3367,P004,SQ069,SH2055,96,V-Ray,Success,3.54,2025-01-17,2025-01-17
R3368,P004,SQ069,SH2056,102,Arnold,Success,4.6,2025-01-31,2025-01-31
R3369,P004,SQ069,SH2057,799,Arnold,Failed,122.03,2025-01-06,2025-01-11
R3370,P004,SQ069,SH2057,799,Arnold,Success,169.12,2025-01-07,2025-01-14
R3371,P004,SQ069,SH2057,799,V-Ray,Success,178.26,2025-01-11,2025-01-18
R3372,P004,SQ069,SH2058,238,Arnold,Success,14.11,2025-01-22,2025-01-22
R3373,P004,SQ069,SH2058,238,RenderMan,Failed,15.5,2025-01-16,2025-01-16
R3374,P004,SQ069,SH2059,218,Arnold,Success,17.25,2025-01-17,2025-01-17
R3375,P004,SQ069,SH2059,218,V-Ray,Success,17.17,2025-01-21,2025-01-21
R3376,P004,SQ069,SH2059,218,V-Ray,Success,11.19,2025-01-21,2025-01-21
R3377,P004,SQ069,SH2060,288,Arnold,Success,26.01,2025-01-09,2025-01-10
R3378,P004,SQ069,SH2060,288,Arnold,Success,26.27,2025-01-10,2025-01-11
R3379,P004,SQ069,SH2060,288,V-Ray,Success,26.37,2025-01-05,2025-01-06
R3380,P004,SQ069,SH2061,598,V-Ray,Success,120.39,2025-01-25,2025-01-30
R3381,P004,SQ069,SH2062,152,Arnold,Success,9.97,2025-01-28,2025-01-28
R3382,P004,SQ069,SH2063,112,RenderMan,Success,4.8,2025-01-18,2025-01-18
R3383,P004,SQ069,SH2063,112,Arnold,Success,3.05,2025-01-26,2025-01-26
R3384,P004,SQ069,SH2064,47,Arnold,Success,1.9,2024-12-30,2024-12-30
R3385,P004,SQ069,SH2065,654,Arnold,Success,133.49,2025-01-05,2025-01-10
R3386,P004,SQ069,SH2066,174,Arnold,Success,15.04,2025-01-01,2025-01-01
R3387,P004,SQ069,SH2067,69,RenderMan,Success,2.52,2025-01-14,2025-01-14
R3388,P004,SQ069,SH2067,69,Arnold,Success,1.48,2025-01-07,2025-01-07
R3389,P004,SQ069,SH2068,115,Arnold,Success,3.64,2025-01-24,2025-01-24
R3390,P004,SQ069,SH2068,115,V-Ray,Success,4.98,2025-01-10,2025-01-10
R3391,P004,SQ069,SH2068,115,Arnold,Success,2.41,2025-01-17,2025-01-17
R3392,P004,SQ069,SH2069,48,V-Ray,Success,1.07,2025-01-07,2025-01-07
R3393,P004,SQ069,SH2069,48,Arnold,Success,1.04,2025-01-05,2025-01-05
R3394,P004,SQ069,SH2070,47,RenderMan,Success,1.14,2025-01-02,2025-01-02
R3395,P004,SQ069,SH2070,47,Arnold,Failed,1.23,2024-12-30,2024-12-30
R3396,P004,SQ069,SH2070,47,RenderMan,Success,1.2,2025-01-06,2025-01-06
R3397,P004,SQ069,SH2071,94,V-Ray,Failed,2.35,2025-01-16,2025-01-16
R3398,P004,SQ069,SH2071,94,Arnold,Success,4.28,2025-01-18,2025-01-18
R3399,P004,SQ069,SH2071,94,V-Ray,Success,2.5,2025-01-16,2025-01-16
R3400,P004,SQ069,SH2072,200,RenderMan,Success,18.18,2025-01-18,2025-01-18
R3401,P004,SQ069,SH2072,200,Arnold,Success,12.83,2025-01-31,2025-01-31
R3402,P004,SQ069,SH2073,175,V-Ray,Success,11.05,2025-01-13,2025-01-13
R3403,P004,SQ069,SH2073,175,Arnold,Success,16.94,2025-01-15,2025-01-15
R3404,P004,SQ069,SH2074,84,Arnold,Success,3.15,2025-01-26,2025-01-26
R3405,P004,SQ069,SH2074,84,Arnold,Success,1.8,2025-01-19,2025-01-19
R3406,P004,SQ069,SH2074,84,RenderMan,Success,3.27,2025-01-29,2025-01-29
R3407,P004,SQ070,SH2075,792,V-Ray,Success,92.17,2025-02-14,2025-02-17
R3408,P004,SQ070,SH2075,792,RenderMan,Success,106.0,2025-02-16,2025-02-20
R3409,P004,SQ070,SH2076,202,RenderMan,Success,14.68,2025-02-20,2025-02-20
R3410,P004,SQ070,SH2077,136,Arnold,Success,13.4,2025-02-06,2025-02-06
R3411,P004,SQ070,SH2077,136,Arnold,Success,7.64,2025-02-02,2025-02-02
R3412,P004,SQ070,SH2078,173,V-Ray,Success,9.11,2025-03-24,2025-03-24
R3413,P004,SQ070,SH2078,173,Arnold,Success,11.68,2025-03-20,2025-03-20
R3414,P004,SQ070,SH2079,115,Arnold,Success,3.69,2025-01-23,2025-01-23
R3415,P004,SQ070,SH2079,115,Arnold,Success,3.88,2025-01-16,2025-01-16
R3416,P004,SQ070,SH2079,115,RenderMan,Success,4.71,2025-01-17,2025-01-17
R3417,P004,SQ070,SH2080,63,Arnold,Success,1.54,2025-03-05,2025-03-05
R3418,P004,SQ070,SH2080,63,Arnold,Success,1.31,2025-03-08,2025-03-08
R3419,P004,SQ070,SH2081,212,V-Ray,Success,20.87,2025-01-25,2025-01-25
R3420,P004,SQ070,SH2081,212,V-Ray,Success,17.13,2025-01-16,2025-01-16
R3421,P004,SQ070,SH2081,212,Arnold,Success,17.35,2025-01-16,2025-01-16
R3422,P004,SQ070,SH2082,47,V-Ray,Success,2.34,2025-03-03,2025-03-03
R3423,P004,SQ070,SH2082,47,V-Ray,Success,2.34,2025-02-26,2025-02-26
R3424,P004,SQ070,SH2083,147,Arnold,Success,13.99,2025-02-25,2025-02-25
R3425,P004,SQ070,SH2084,115,V-Ray,Success,3.21,2025-03-16,2025-03-16
R3426,P004,SQ070,SH2085,118,Arnold,Success,2.85,2025-03-21,2025-03-21
R3427,P004,SQ070,SH2085,118,Arnold,Success,3.61,2025-03-13,2025-03-13
R3428,P004,SQ070,SH2085,118,Arnold,Success,5.54,2025-03-18,2025-03-18
R3429,P004,SQ070,SH2086,173,RenderMan,Success,8.93,2025-03-06,2025-03-06
R3430,P004,SQ070,SH2086,173,Arnold,Success,13.3,2025-03-05,2025-03-05
R3431,P004,SQ070,SH2086,173,Arnold,Success,10.18,2025-02-24,2025-02-24
R3432,P004,SQ070,SH2087,413,V-Ray,Success,76.66,2025-03-08,2025-03-11
R3433,P004,SQ070,SH2087,413,V-Ray,Success,65.05,2025-03-04,2025-03-06
R3434,P004,SQ070,SH2087,413,Arnold,Success,57.48,2025-02-26,2025-02-28
R3435,P004,SQ070,SH2088,41,Arnold,Success,1.16,2025-02-16,2025-02-16
R3436,P004,SQ070,SH2088,41,Arnold,Success,0.97,2025-02-14,2025-02-14
R3437,P004,SQ070,SH2088,41,V-Ray,Success,1.58,2025-02-23,2025-02-23
R3438,P004,SQ070,SH2089,53,Arnold,Success,2.48,2025-02-17,2025-02-17
R3439,P004,SQ070,SH2089,53,Arnold,Success,1.76,2025-02-21,2025-02-21
R3440,P004,SQ070,SH2089,53,Arnold,Success,1.64,2025-02-08,2025-02-08
R3441,P004,SQ070,SH2090,144,Arnold,Success,7.2,2025-03-26,2025-03-26
R3442,P004,SQ070,SH2091,253,RenderMan,Success,13.88,2025-01-21,2025-01-21
R3443,P004,SQ070,SH2091,253,V-Ray,Failed,13.66,2025-01-19,2025-01-19
R3444,P004,SQ070,SH2092,160,Arnold,Success,14.96,2025-03-15,2025-03-15
R3445,P004,SQ070,SH2092,160,Arnold,Success,12.59,2025-03-14,2025-03-14
R3446,P004,SQ070,SH2093,87,Arnold,Success,1.87,2025-02-10,2025-02-10
R3447,P004,SQ070,SH2093,87,Arnold,Success,3.51,2025-02-17,2025-02-17
R3448,P004,SQ070,SH2093,87,V-Ray,Success,3.24,2025-02-15,2025-02-15
R3449,P004,SQ070,SH2094,175,RenderMan,Success,10.22,2025-03-12,2025-03-12
R3450,P004,SQ070,SH2094,175,Arnold,Success,12.81,2025-03-07,2025-03-07
R3451,P004,SQ070,SH2095,218,Arnold,Success,17.68,2025-02-12,2025-02-12
R3452,P004,SQ070,SH2095,218,Arnold,Success,20.79,2025-02-26,2025-02-26
R3453,P004,SQ070,SH2095,218,V-Ray,Success,16.62,2025-02-17,2025-02-17
R3454,P004,SQ070,SH2096,415,V-Ray,Success,53.36,2025-03-11,2025-03-13
R3455,P004,SQ070,SH2097,291,RenderMan,Failed,16.54,2025-02-16,2025-02-16
R3456,P004,SQ070,SH2097,291,Arnold,Success,21.9,2025-02-07,2025-02-07
R3457,P004,SQ070,SH2098,75,V-Ray,Success,3.55,2025-03-19,2025-03-19
R3458,P004,SQ070,SH2099,223,Arnold,Success,12.59,2025-02-04,2025-02-04
R3459,P004,SQ070,SH2099,223,V-Ray,Success,18.78,2025-02-09,2025-02-09
R3460,P004,SQ070,SH2099,223,RenderMan,Success,14.33,2025-02-03,2025-02-03
R3461,P004,SQ070,SH2100,42,Arnold,Success,1.38,2025-02-26,2025-02-26
R3462,P004,SQ070,SH2100,42,Arnold,Success,1.86,2025-02-20,2025-02-20
R3463,P004,SQ070,SH2101,170,Arnold,Success,13.1,2025-03-03,2025-03-03
R3464,P004,SQ070,SH2101,170,RenderMan,Failed,11.58,2025-03-11,2025-03-11
R3465,P004,SQ070,SH2101,170,Arnold,Success,14.29,2025-03-14,2025-03-14
R3466,P004,SQ070,SH2102,181,Arnold,Success,12.13,2025-03-01,2025-03-01
R3467,P004,SQ070,SH2102,181,Arnold,Success,9.64,2025-02-18,2025-02-18
R3468,P004,SQ070,SH2103,143,V-Ray,Success,9.12,2025-02-11,2025-02-11
R3469,P004,SQ070,SH2104,94,Arnold,Success,3.2,2025-03-19,2025-03-19
R3470,P004,SQ070,SH2105,335,Arnold,Success,76.48,2025-01-21,2025-01-24
R3471,P004,SQ070,SH2106,978,Arnold,Success,97.96,2025-03-16,2025-03-20
R3472,P004,SQ070,SH2106,978,RenderMan,Success,142.48,2025-03-10,2025-03-15
R3473,P004,SQ070,SH2107,51,V-Ray,Success,1.15,2025-03-02,2025-03-02
R3474,P004,SQ070,SH2107,51,Arnold,Success,1.6,2025-03-01,2025-03-01
R3475,P004,SQ070,SH2108,234,Arnold,Success,15.84,2025-02-21,2025-02-21
R3476,P004,SQ070,SH2109,221,Arnold,Success,12.35,2025-01-21,2025-01-21
R3477,P004,SQ070,SH2109,221,Arnold,Success,14.35,2025-01-30,2025-01-30
R3478,P004,SQ070,SH2109,221,V-Ray,Success,18.81,2025-01-29,2025-01-29
R3479,P004,SQ070,SH2110,106,Arnold,Success,3.75,2025-02-27,2025-02-27
R3480,P004,SQ070,SH2110,106,Arnold,Success,4.75,2025-02-18,2025-02-18
R3481,P004,SQ070,SH2110,106,Arnold,Success,5.06,2025-02-25,2025-02-25
R3482,P004,SQ071,SH2111,50,Arnold,Success,1.41,2025-01-17,2025-01-17
R3483,P004,SQ071,SH2111,50,V-Ray,Success,1.41,2025-01-19,2025-01-19
R3484,P004,SQ071,SH2112,496,Arnold,Success,71.37,2025-01-26,2025-01-28
R3485,P004,SQ071,SH2113,273,Arnold,Success,17.56,2025-01-24,2025-01-24
R3486,P004,SQ071,SH2113,273,Arnold,Success,15.91,2025-01-18,2025-01-18
R3487,P004,SQ071,SH2113,273,RenderMan,Success,25.2,2025-01-13,2025-01-14
R3488,P004,SQ071,SH2114,42,Arnold,Success,1.52,2025-01-14,2025-01-14
R3489,P004,SQ071,SH2114,42,Arnold,Success,2.04,2025-01-13,2025-01-13
R3490,P004,SQ071,SH2114,42,RenderMan,Success,0.94,2025-01-06,2025-01-06
R3491,P004,SQ071,SH2115,92,Arnold,Success,3.6,2025-01-11,2025-01-11
R3492,P004,SQ071,SH2115,92,RenderMan,Success,4.55,2025-01-11,2025-01-11
R3493,P004,SQ071,SH2116,245,Arnold,Success,23.71,2025-01-23,2025-01-23
R3494,P004,SQ071,SH2117,155,Arnold,Success,9.88,2025-01-18,2025-01-18
R3495,P004,SQ071,SH2117,155,V-Ray,Failed,13.93,2025-01-07,2025-01-07
R3496,P004,SQ071,SH2117,155,Arnold,Failed,9.92,2025-01-08,2025-01-08
R3497,P004,SQ071,SH2118,67,Arnold,Success,2.93,2025-01-12,2025-01-12
R3498,P004,SQ071,SH2118,67,Arnold,Success,2.35,2025-01-13,2025-01-13
R3499,P004,SQ071,SH2118,67,Arnold,Success,3.28,2025-01-15,2025-01-15
R3500,P004,SQ072,SH2119,864,V-Ray,Success,104.09,2025-03-19,2025-03-23
R3501,P004,SQ072,SH2120,594,Arnold,Success,94.58,2025-02-24,2025-02-27
R3502,P004,SQ072,SH2120,594,Arnold,Success,92.93,2025-02-23,2025-02-26
R3503,P004,SQ072,SH2120,594,V-Ray,Success,129.73,2025-02-25,2025-03-02
R3504,P004,SQ072,SH2121,95,Arnold,Success,4.1,2025-04-06,2025-04-06
R3505,P004,SQ072,SH2122,59,Arnold,Success,1.65,2025-02-22,2025-02-22
R3506,P004,SQ072,SH2123,238,Arnold,Success,22.73,2025-02-27,2025-02-27
R3507,P004,SQ072,SH2123,238,Arnold,Success,20.08,2025-02-28,2025-02-28
R3508,P004,SQ072,SH2123,238,V-Ray,Success,23.79,2025-02-22,2025-02-22
R3509,P004,SQ072,SH2124,106,Arnold,Success,2.42,2025-03-06,2025-03-06
R3510,P004,SQ072,SH2125,104,Arnold,Success,3.28,2025-02-08,2025-02-08
R3511,P004,SQ072,SH2125,104,V-Ray,Success,4.41,2025-01-28,2025-01-28
R3512,P004,SQ072,SH2126,71,Arnold,Success,1.61,2025-03-18,2025-03-18
R3513,P004,SQ072,SH2127,43,Arnold,Success,1.35,2025-02-04,2025-02-04
R3514,P004,SQ072,SH2128,809,Arnold,Success,194.77,2025-02-26,2025-03-06
R3515,P004,SQ072,SH2128,809,Arnold,Success,171.31,2025-02-23,2025-03-02
R3516,P004,SQ072,SH2128,809,Arnold,Success,147.71,2025-02-26,2025-03-04
R3517,P004,SQ072,SH2129,178,Arnold,Success,13.99,2025-03-04,2025-03-04
R3518,P004,SQ072,SH2129,178,RenderMan,Success,12.13,2025-03-03,2025-03-03
R3519,P004,SQ072,SH2130,92,Arnold,Failed,3.64,2025-02-20,2025-02-20
R3520,P004,SQ072,SH2130,92,Arnold,Success,3.08,2025-03-01,2025-03-01
R3521,P004,SQ072,SH2131,96,Arnold,Success,2.93,2025-04-14,2025-04-14
R3522,P004,SQ072,SH2132,51,Arnold,Success,2.3,2025-04-11,2025-04-11
R3523,P004,SQ072,SH2133,85,RenderMan,Failed,4.18,2025-02-23,2025-02-23
R3524,P004,SQ072,SH2134,816,Arnold,Success,149.33,2025-02-07,2025-02-13
R3525,P004,SQ072,SH2134,816,Arnold,Success,197.29,2025-02-13,2025-02-21
R3526,P004,SQ073,SH2135,109,Arnold,Success,2.97,2025-02-21,2025-02-21
R3527,P004,SQ073,SH2135,109,Arnold,Failed,4.91,2025-03-07,2025-03-07
R3528,P004,SQ073,SH2136,664,Arnold,Failed,134.23,2025-02-05,2025-02-10
R3529,P004,SQ073,SH2136,664,V-Ray,Success,76.23,2025-02-07,2025-02-10
R3530,P004,SQ073,SH2136,664,Arnold,Success,104.41,2025-02-07,2025-02-11
R3531,P004,SQ073,SH2137,52,V-Ray,Success,2.12,2025-03-11,2025-03-11
R3532,P004,SQ073,SH2138,287,Arnold,Success,24.07,2025-02-25,2025-02-26
R3533,P004,SQ073,SH2138,287,RenderMan,Success,22.68,2025-02-26,2025-02-26
R3534,P004,SQ073,SH2139,189,Arnold,Success,10.41,2025-02-28,2025-02-28
R3535,P004,SQ073,SH2140,109,Arnold,Failed,3.19,2025-03-04,2025-03-04
R3536,P004,SQ073,SH2141,43,V-Ray,Success,1.56,2025-02-19,2025-02-19
R3537,P004,SQ073,SH2141,43,Arnold,Success,2.05,2025-02-14,2025-02-14
R3538,P004,SQ073,SH2142,83,Arnold,Success,3.67,2025-02-25,2025-02-25
R3539,P004,SQ073,SH2142,83,V-Ray,Success,2.81,2025-02-16,2025-02-16
R3540,P004,SQ073,SH2142,83,RenderMan,Success,1.76,2025-02-21,2025-02-21
R3541,P005,SQ074,SH2143,154,Arnold,Failed,11.43,2026-01-08,2026-01-08
R3542,P005,SQ074,SH2143,154,Arnold,Success,7.85,2026-01-03,2026-01-03
R3543,P005,SQ074,SH2143,154,Arnold,Success,9.62,2026-01-07,2026-01-07
R3544,P005,SQ074,SH2144,244,V-Ray,Success,13.85,2025-11-17,2025-11-17
R3545,P005,SQ074,SH2144,244,RenderMan,Success,23.68,2025-11-17,2025-11-17
R3546,P005,SQ074,SH2145,241,Arnold,Failed,20.91,2026-01-03,2026-01-03
R3547,P005,SQ074,SH2146,74,Arnold,Success,2.74,2025-12-14,2025-12-14
R3548,P005,SQ074,SH2147,650,Arnold,Success,105.82,2025-11-28,2025-12-02
R3549,P005,SQ074,SH2147,650,Arnold,Success,95.37,2025-11-18,2025-11-21
R3550,P005,SQ074,SH2148,507,Arnold,Success,80.99,2025-12-21,2025-12-24
R3551,P005,SQ074,SH2148,507,Arnold,Success,70.79,2025-12-15,2025-12-17
R3552,P005,SQ074,SH2148,507,Arnold,Success,113.06,2025-12-25,2025-12-29
R3553,P005,SQ074,SH2149,104,V-Ray,Failed,2.69,2025-12-25,2025-12-25
R3554,P005,SQ074,SH2150,259,Arnold,Success,20.25,2025-11-18,2025-11-18
R3555,P005,SQ074,SH2150,259,Arnold,Success,22.77,2025-11-28,2025-11-28
R3556,P005,SQ074,SH2150,259,Arnold,Success,16.26,2025-11-23,2025-11-23
R3557,P005,SQ074,SH2151,124,RenderMan,Success,6.32,2025-12-15,2025-12-15
R3558,P005,SQ074,SH2151,124,Arnold,Success,10.64,2025-12-19,2025-12-19
R3559,P005,SQ074,SH2152,51,Arnold,Success,1.32,2025-11-18,2025-11-18
R3560,P005,SQ074,SH2152,51,Arnold,Success,1.12,2025-11-17,2025-11-17
R3561,P005,SQ074,SH2152,51,RenderMan,Failed,2.11,2025-11-27,2025-11-27
R3562,P005,SQ074,SH2153,64,Arnold,Failed,1.5,2025-11-26,2025-11-26
R3563,P005,SQ074,SH2154,241,Arnold,Failed,14.81,2026-01-03,2026-01-03
R3564,P005,SQ074,SH2154,241,RenderMan,Success,16.86,2026-01-08,2026-01-08
R3565,P005,SQ074,SH2154,241,Arnold,Success,23.68,2026-01-11,2026-01-11
R3566,P005,SQ074,SH2155,112,V-Ray,Success,3.11,2025-12-25,2025-12-25
R3567,P005,SQ074,SH2156,71,RenderMan,Success,2.12,2026-01-04,2026-01-04
R3568,P005,SQ074,SH2156,71,Arnold,Success,3.53,2026-01-01,2026-01-01
R3569,P005,SQ074,SH2157,56,V-Ray,Success,1.9,2025-11-27,2025-11-27
R3570,P005,SQ074,SH2157,56,Arnold,Success,2.66,2025-11-14,2025-11-14
R3571,P005,SQ074,SH2158,136,V-Ray,Failed,11.44,2026-01-08,2026-01-08
R3572,P005,SQ074,SH2158,136,Arnold,Success,11.21,2026-01-12,2026-01-12
R3573,P005,SQ074,SH2158,136,V-Ray,Success,12.24,2026-01-07,2026-01-07
R3574,P005,SQ074,SH2159,669,Arnold,Success,132.18,2025-12-20,2025-12-25
R3575,P005,SQ074,SH2159,669,Arnold,Success,72.84,2025-12-17,2025-12-20
R3576,P005,SQ074,SH2160,158,Arnold,Failed,14.14,2025-12-26,2025-12-26
R3577,P005,SQ074,SH2160,158,V-Ray,Success,12.09,2025-12-28,2025-12-28
R3578,P005,SQ074,SH2160,158,Arnold,Success,15.17,2025-12-25,2025-12-25
R3579,P005,SQ074,SH2161,150,Arnold,Failed,11.99,2025-12-09,2025-12-09
R3580,P005,SQ074,SH2161,150,Arnold,Success,9.03,2025-12-11,2025-12-11
R3581,P005,SQ074,SH2162,110,V-Ray,Failed,3.61,2025-12-30,2025-12-30
R3582,P005,SQ074,SH2162,110,Arnold,Success,2.74,2025-12-27,2025-12-27
R3583,P005,SQ074,SH2162,110,Arnold,Failed,4.82,2025-12-27,2025-12-27
R3584,P005,SQ074,SH2163,201,Arnold,Success,13.99,2026-01-04,2026-01-04
R3585,P005,SQ074,SH2163,201,Arnold,Success,12.14,2026-01-04,2026-01-04
R3586,P005,SQ074,SH2163,201,RenderMan,Success,18.69,2025-12-30,2025-12-30
R3587,P005,SQ074,SH2164,366,Arnold,Success,86.63,2025-12-05,2025-12-08
R3588,P005,SQ074,SH2164,366,Arnold,Success,58.8,2025-12-08,2025-12-10
R3589,P005,SQ074,SH2164,366,RenderMan,Success,72.6,2025-12-11,2025-12-14
R3590,P005,SQ074,SH2165,181,V-Ray,Failed,11.52,2025-11-29,2025-11-29
R3591,P005,SQ074,SH2165,181,Arnold,Success,10.02,2025-11-29,2025-11-29
R3592,P005,SQ074,SH2166,564,RenderMan,Success,106.95,2025-12-07,2025-12-11
R3593,P005,SQ074,SH2167,936,Arnold,Success,231.67,2025-12-09,2025-12-18
R3594,P005,SQ074,SH2167,936,V-Ray,Success,172.9,2025-12-10,2025-12-17
R3595,P005,SQ074,SH2168,80,V-Ray,Success,3.06,2025-11-10,2025-11-10
