task_id,project_id,sequence_id,shot_id,department,estimated_hours,priority,start_date,end_date,status
T8801,P005,SQ077,SH2254,CFX,37,High,2026-03-15,2026-03-17,Completed
T8802,P005,SQ077,SH2254,Lighting,31,Medium,2026-03-10,2026-03-16,Completed
T8803,P005,SQ077,SH2254,Compositing,43,High,2026-03-14,2026-03-21,Completed
T8804,P005,SQ077,SH2255,Animation,33,Medium,2026-02-08,2026-06-06,Completed
T8805,P005,SQ077,SH2255,Lighting,53,High,2026-03-29,2026-04-10,Completed
T8806,P005,SQ077,SH2255,Compositing,48,Medium,2026-03-09,2026-06-05,Completed
T8807,P005,SQ077,SH2256,Animation,51,Medium,2026-04-03,2026-04-06,Completed
T8808,P005,SQ077,SH2256,FX,43,High,2026-04-02,2026-04-04,Completed
T8809,P005,SQ077,SH2256,Lighting,56,Low,2026-04-02,2026-04-08,Completed
T8810,P005,SQ077,SH2256,Compositing,59,Medium,2026-04-01,2026-04-03,Completed
T8811,P005,SQ077,SH2257,Animation,34,Medium,2026-05-15,2026-06-17,Completed
T8812,P005,SQ077,SH2257,Lighting,48,Low,2026-04-26,2026-08-16,In Progress
T8813,P005,SQ077,SH2257,Compositing,39,Medium,2026-04-04,2026-05-22,Completed
T8814,P005,SQ077,SH2258,Modeling,198,Medium,2026-02-28,2026-05-09,Completed
T8815,P005,SQ077,SH2258,Rigging,143,High,2026-03-12,2026-05-16,Completed
T8816,P005,SQ077,SH2258,Animation,85,Medium,2026-01-25,2026-06-24,In Progress
T8817,P005,SQ077,SH2258,CFX,66,High,2026-02-10,2026-07-01,In Progress
T8818,P005,SQ077,SH2258,FX,73,High,2026-03-06,2026-07-15,In Progress
T8819,P005,SQ077,SH2258,Lighting,199,Medium,2026-02-19,2026-04-23,Completed
T8820,P005,SQ077,SH2258,Compositing,195,Medium,2026-01-19,2026-06-23,Completed
T8821,P005,SQ077,SH2259,Modeling,150,High,2026-04-21,2026-08-02,In Progress
T8822,P005,SQ077,SH2259,Rigging,99,High,2026-05-08,2026-07-02,In Progress
T8823,P005,SQ077,SH2259,Animation,82,High,2026-05-14,2026-06-26,In Progress
T8824,P005,SQ077,SH2259,CFX,196,High,2026-04-29,2026-09-05,In Progress
T8825,P005,SQ077,SH2259,FX,102,High,2026-06-09,2026-06-20,Completed
T8826,P005,SQ077,SH2259,Lighting,199,High,2026-05-15,2026-09-06,In Progress
T8827,P005,SQ077,SH2259,Compositing,143,Medium,2026-06-18,2026-09-18,In Progress
T8828,P005,SQ077,SH2260,Animation,53,High,2026-04-21,2026-05-18,Completed
T8829,P005,SQ077,SH2260,FX,56,Low,2026-04-06,2026-04-30,Completed
T8830,P005,SQ077,SH2260,Lighting,39,Medium,2026-04-09,2026-06-05,Completed
T8831,P005,SQ077,SH2260,Compositing,58,High,2026-04-13,2026-06-08,Completed
T8832,P005,SQ077,SH2261,Modeling,76,High,2026-02-05,2026-03-30,Completed
T8833,P005,SQ077,SH2261,Rigging,117,High,2026-02-20,2026-03-30,Completed
T8834,P005,SQ077,SH2261,Animation,124,Medium,2026-02-02,2026-02-17,Completed
T8835,P005,SQ077,SH2261,CFX,132,High,2026-02-24,2026-04-06,Completed
T8836,P005,SQ077,SH2261,FX,185,High,2026-02-01,2026-02-03,Completed
T8837,P005,SQ077,SH2261,Lighting,70,High,2026-02-10,2026-04-13,Completed
T8838,P005,SQ077,SH2261,Compositing,69,High,2026-01-31,2026-02-08,Completed
T8839,P005,SQ078,SH2262,Lighting,8,Low,2025-05-07,2025-05-16,Completed
T8840,P005,SQ078,SH2262,Compositing,19,Low,2025-05-06,2025-05-19,Completed
T8841,P005,SQ078,SH2263,Animation,30,High,2025-06-02,2025-06-07,Completed
T8842,P005,SQ078,SH2263,CFX,36,High,2025-05-31,2025-06-07,Completed
T8843,P005,SQ078,SH2263,Lighting,52,Low,2025-06-02,2025-06-12,Completed
T8844,P005,SQ078,SH2263,Compositing,21,Low,2025-05-24,2025-06-13,Completed
T8845,P005,SQ078,SH2264,Modeling,186,High,2025-04-29,2025-05-12,Completed
T8846,P005,SQ078,SH2264,Rigging,91,Medium,2025-04-21,2025-05-28,Completed
T8847,P005,SQ078,SH2264,Animation,116,High,2025-04-20,2025-05-02,Completed
T8848,P005,SQ078,SH2264,CFX,116,High,2025-04-25,2025-04-30,Completed
T8849,P005,SQ078,SH2264,FX,61,High,2025-04-06,2025-04-25,Completed
T8850,P005,SQ078,SH2264,Lighting,167,High,2025-04-20,2025-05-12,Completed
T8851,P005,SQ078,SH2264,Compositing,135,Medium,2025-04-14,2025-04-20,Completed
T8852,P005,SQ078,SH2265,Modeling,87,High,2025-05-21,2025-05-29,Completed
T8853,P005,SQ078,SH2265,Rigging,114,High,2025-05-16,2025-06-10,Completed
T8854,P005,SQ078,SH2265,Animation,104,High,2025-05-31,2025-06-10,Completed
T8855,P005,SQ078,SH2265,CFX,62,High,2025-05-20,2025-06-20,Completed
T8856,P005,SQ078,SH2265,FX,74,High,2025-05-25,2025-06-11,Completed
T8857,P005,SQ078,SH2265,Lighting,102,High,2025-05-30,2025-06-05,Completed
T8858,P005,SQ078,SH2265,Compositing,196,High,2025-05-30,2025-06-13,Completed
T8859,P005,SQ078,SH2266,Lighting,14,Medium,2025-05-06,2025-05-14,Completed
T8860,P005,SQ078,SH2266,Compositing,8,Medium,2025-05-07,2025-05-23,Completed
T8861,P005,SQ078,SH2267,Animation,36,Medium,2025-05-17,2025-06-17,Completed
T8862,P005,SQ078,SH2267,Lighting,45,Medium,2025-05-09,2025-06-19,Completed
T8863,P005,SQ078,SH2267,Compositing,57,Low,2025-05-19,2025-07-01,Completed
T8864,P005,SQ078,SH2268,Animation,8,Medium,2025-04-23,2025-06-01,Completed
T8865,P005,SQ078,SH2268,Lighting,18,Low,2025-05-09,2025-05-17,Completed
T8866,P005,SQ078,SH2268,Compositing,12,Low,2025-04-23,2025-06-04,Completed
T8867,P005,SQ078,SH2269,Animation,10,Low,2025-04-14,2025-04-22,Completed
T8868,P005,SQ078,SH2269,Lighting,17,Low,2025-04-16,2025-04-22,Completed
T8869,P005,SQ078,SH2269,Compositing,11,Low,2025-04-15,2025-04-16,Completed
T8870,P005,SQ078,SH2270,Animation,30,High,2025-05-27,2025-06-01,Completed
T8871,P005,SQ078,SH2270,FX,25,Medium,2025-06-12,2025-06-13,Completed
T8872,P005,SQ078,SH2270,Lighting,34,High,2025-05-19,2025-05-24,Completed
T8873,P005,SQ078,SH2270,Compositing,58,Low,2025-06-15,2025-06-20,Completed
T8874,P005,SQ078,SH2271,Animation,41,Medium,2025-05-02,2025-05-27,Completed
T8875,P005,SQ078,SH2271,FX,47,Medium,2025-04-22,2025-05-11,Completed
T8876,P005,SQ078,SH2271,Lighting,22,Medium,2025-05-17,2025-06-18,Completed
T8877,P005,SQ078,SH2271,Compositing,53,High,2025-05-12,2025-06-17,Completed
T8878,P005,SQ078,SH2272,Lighting,16,Low,2025-04-16,2025-04-24,Completed
T8879,P005,SQ078,SH2272,Compositing,5,Low,2025-04-17,2025-06-30,Completed
T8880,P005,SQ078,SH2273,Animation,9,Low,2025-04-15,2025-04-18,Completed
T8881,P005,SQ078,SH2273,Lighting,19,Low,2025-04-18,2025-04-26,Completed
T8882,P005,SQ078,SH2273,Compositing,10,Low,2025-04-15,2025-04-25,Completed
T8883,P005,SQ078,SH2274,Animation,26,High,2025-05-07,2025-05-22,Completed
T8884,P005,SQ078,SH2274,FX,40,Medium,2025-05-05,2025-05-06,Completed
T8885,P005,SQ078,SH2274,Lighting,46,Medium,2025-05-06,2025-05-16,Completed
T8886,P005,SQ078,SH2274,Compositing,29,Medium,2025-05-18,2025-07-05,Completed
T8887,P005,SQ078,SH2275,Modeling,192,High,2025-04-27,2025-04-30,Completed
T8888,P005,SQ078,SH2275,Rigging,84,High,2025-04-24,2025-05-02,Completed
T8889,P005,SQ078,SH2275,Animation,172,Medium,2025-04-26,2025-04-27,Completed
T8890,P005,SQ078,SH2275,CFX,81,High,2025-04-27,2025-04-30,Completed
T8891,P005,SQ078,SH2275,FX,77,High,2025-04-27,2025-05-01,Completed
T8892,P005,SQ078,SH2275,Lighting,197,High,2025-04-25,2025-04-28,Completed
T8893,P005,SQ078,SH2275,Compositing,81,Medium,2025-04-26,2025-04-27,Completed
T8894,P005,SQ078,SH2276,Animation,45,High,2025-05-30,2025-06-06,Completed
T8895,P005,SQ078,SH2276,CFX,40,Medium,2025-06-03,2025-06-14,Completed
T8896,P005,SQ078,SH2276,Lighting,26,Medium,2025-06-02,2025-06-04,Completed
T8897,P005,SQ078,SH2276,Compositing,24,High,2025-05-28,2025-06-09,Completed
T8898,P005,SQ078,SH2277,Animation,54,Medium,2025-06-07,2025-06-19,Completed
T8899,P005,SQ078,SH2277,Lighting,27,Medium,2025-05-27,2025-06-09,Completed
T8900,P005,SQ078,SH2277,Compositing,44,High,2025-06-05,2025-06-21,Completed
T8901,P005,SQ078,SH2278,Animation,41,High,2025-04-20,2025-06-10,Completed
T8902,P005,SQ078,SH2278,FX,30,Medium,2025-05-13,2025-06-25,Completed
T8903,P005,SQ078,SH2278,Lighting,57,Medium,2025-05-07,2025-05-31,Completed
T8904,P005,SQ078,SH2278,Compositing,54,Medium,2025-04-10,2025-06-15,Completed
T8905,P005,SQ078,SH2279,Animation,15,Low,2025-05-02,2025-05-18,Completed
T8906,P005,SQ078,SH2279,Lighting,16,Medium,2025-04-30,2025-05-02,Completed
T8907,P005,SQ078,SH2279,Compositing,6,Medium,2025-05-01,2025-05-12,Completed
T8908,P005,SQ078,SH2280,Lighting,7,Low,2025-05-19,2025-06-21,Completed
T8909,P005,SQ078,SH2280,Compositing,9,Low,2025-05-05,2025-05-29,Completed
T8910,P005,SQ078,SH2281,Animation,59,High,2025-04-12,2025-05-21,Completed
T8911,P005,SQ078,SH2281,CFX,28,Medium,2025-04-13,2025-05-08,Completed
T8912,P005,SQ078,SH2281,Lighting,36,Medium,2025-04-25,2025-05-24,Completed
T8913,P005,SQ078,SH2281,Compositing,23,Medium,2025-04-12,2025-05-13,Completed
T8914,P005,SQ078,SH2282,Animation,40,Medium,2025-04-10,2025-06-25,Completed
T8915,P005,SQ078,SH2282,CFX,52,Medium,2025-04-25,2025-06-08,Completed
T8916,P005,SQ078,SH2282,Lighting,32,Medium,2025-04-05,2025-05-09,Completed
T8917,P005,SQ078,SH2282,Compositing,20,Medium,2025-05-11,2025-05-15,Completed
T8918,P005,SQ078,SH2283,Animation,25,Medium,2025-05-20,2025-05-29,Completed
T8919,P005,SQ078,SH2283,FX,22,Low,2025-05-23,2025-06-02,Completed
T8920,P005,SQ078,SH2283,Lighting,23,Medium,2025-05-17,2025-05-25,Completed
T8921,P005,SQ078,SH2283,Compositing,40,Medium,2025-05-24,2025-05-25,Completed
T8922,P005,SQ078,SH2284,Modeling,130,High,2025-06-03,2025-06-08,Completed
T8923,P005,SQ078,SH2284,Rigging,129,High,2025-05-31,2025-06-02,Completed
T8924,P005,SQ078,SH2284,Animation,104,High,2025-06-03,2025-06-16,Completed
T8925,P005,SQ078,SH2284,CFX,196,High,2025-06-04,2025-06-06,Completed
T8926,P005,SQ078,SH2284,FX,60,High,2025-06-01,2025-06-14,Completed
T8927,P005,SQ078,SH2284,Lighting,129,High,2025-06-03,2025-06-15,Completed
T8928,P005,SQ078,SH2284,Compositing,90,High,2025-05-30,2025-06-14,Completed
T8929,P005,SQ078,SH2285,Modeling,124,High,2025-05-18,2025-05-19,Completed
T8930,P005,SQ078,SH2285,Rigging,169,High,2025-05-25,2025-07-01,Completed
T8931,P005,SQ078,SH2285,Animation,86,High,2025-05-29,2025-05-31,Completed
T8932,P005,SQ078,SH2285,CFX,146,High,2025-05-16,2025-05-27,Completed
T8933,P005,SQ078,SH2285,FX,193,High,2025-05-24,2025-05-31,Completed
T8934,P005,SQ078,SH2285,Lighting,115,High,2025-05-16,2025-06-23,Completed
T8935,P005,SQ078,SH2285,Compositing,67,Medium,2025-05-31,2025-06-22,Completed
T8936,P005,SQ078,SH2286,Animation,22,High,2025-05-01,2025-05-18,Completed
T8937,P005,SQ078,SH2286,Lighting,30,High,2025-05-09,2025-05-11,Completed
T8938,P005,SQ078,SH2286,Compositing,38,High,2025-05-06,2025-05-09,Completed
T8939,P005,SQ078,SH2287,Animation,16,Low,2025-04-11,2025-04-12,Completed
T8940,P005,SQ078,SH2287,Lighting,18,Medium,2025-04-11,2025-04-19,Completed
T8941,P005,SQ078,SH2287,Compositing,9,Low,2025-04-12,2025-04-15,Completed
T8942,P005,SQ078,SH2288,Modeling,122,High,2025-05-08,2025-06-04,Completed
T8943,P005,SQ078,SH2288,Rigging,94,Medium,2025-05-01,2025-05-26,Completed
T8944,P005,SQ078,SH2288,Animation,178,Medium,2025-05-03,2025-06-04,Completed
T8945,P005,SQ078,SH2288,CFX,141,High,2025-04-26,2025-05-18,Completed
T8946,P005,SQ078,SH2288,FX,128,High,2025-05-10,2025-05-30,Completed
T8947,P005,SQ078,SH2288,Lighting,170,High,2025-05-13,2025-05-24,Completed
T8948,P005,SQ078,SH2288,Compositing,122,High,2025-05-01,2025-06-03,Completed
T8949,P005,SQ078,SH2289,Animation,16,Medium,2025-06-10,2025-06-27,Completed
T8950,P005,SQ078,SH2289,Lighting,11,Low,2025-05-27,2025-06-28,Completed
T8951,P005,SQ078,SH2289,Compositing,12,Medium,2025-05-27,2025-06-28,Completed
T8952,P005,SQ078,SH2290,Modeling,92,High,2025-05-27,2025-05-31,Completed
T8953,P005,SQ078,SH2290,Rigging,142,High,2025-05-31,2025-06-04,Completed
T8954,P005,SQ078,SH2290,Animation,107,Medium,2025-05-28,2025-05-29,Completed
T8955,P005,SQ078,SH2290,CFX,187,High,2025-05-30,2025-06-03,Completed
T8956,P005,SQ078,SH2290,FX,97,High,2025-05-27,2025-06-07,Completed
T8957,P005,SQ078,SH2290,Lighting,99,High,2025-05-31,2025-06-04,Completed
T8958,P005,SQ078,SH2290,Compositing,66,High,2025-05-31,2025-06-07,Completed
T8959,P005,SQ078,SH2291,Animation,11,Low,2025-05-05,2025-05-20,Completed
T8960,P005,SQ078,SH2291,Lighting,6,Medium,2025-05-07,2025-05-26,Completed
T8961,P005,SQ078,SH2291,Compositing,8,Medium,2025-05-12,2025-05-13,Completed
T8962,P005,SQ078,SH2292,Lighting,11,Low,2025-04-12,2025-06-07,Completed
T8963,P005,SQ078,SH2292,Compositing,5,Medium,2025-04-17,2025-06-25,Completed
T8964,P005,SQ078,SH2293,Animation,23,High,2025-06-20,2025-07-06,Completed
T8965,P005,SQ078,SH2293,CFX,45,Medium,2025-06-12,2025-07-16,Completed
T8966,P005,SQ078,SH2293,Lighting,20,Low,2025-06-13,2025-07-12,Completed
T8967,P005,SQ078,SH2293,Compositing,50,High,2025-06-10,2025-06-14,Completed
T8968,P005,SQ078,SH2294,Animation,16,Low,2025-05-14,2025-05-27,Completed
T8969,P005,SQ078,SH2294,Lighting,6,Low,2025-05-27,2025-06-26,Completed
T8970,P005,SQ078,SH2294,Compositing,6,Medium,2025-05-19,2025-07-02,Completed
T8971,P005,SQ078,SH2295,Animation,23,High,2025-04-06,2025-04-20,Completed
T8972,P005,SQ078,SH2295,CFX,59,Medium,2025-04-06,2025-04-27,Completed
T8973,P005,SQ078,SH2295,Lighting,27,Medium,2025-04-01,2025-04-14,Completed
T8974,P005,SQ078,SH2295,Compositing,50,Medium,2025-04-09,2025-05-14,Completed
T8975,P005,SQ078,SH2296,Animation,8,Low,2025-06-13,2025-07-11,Completed
T8976,P005,SQ078,SH2296,Lighting,18,Low,2025-05-22,2025-07-07,Completed
T8977,P005,SQ078,SH2296,Compositing,19,Low,2025-05-09,2025-06-14,Completed
T8978,P005,SQ078,SH2297,Animation,47,High,2025-05-13,2025-05-17,Completed
T8979,P005,SQ078,SH2297,CFX,58,Low,2025-05-10,2025-05-20,Completed
T8980,P005,SQ078,SH2297,Lighting,42,Medium,2025-05-08,2025-05-12,Completed
T8981,P005,SQ078,SH2297,Compositing,42,Medium,2025-05-03,2025-05-09,Completed
T8982,P005,SQ078,SH2298,Lighting,5,Low,2025-05-23,2025-05-27,Completed
T8983,P005,SQ078,SH2298,Compositing,14,Low,2025-05-27,2025-06-04,Completed
T8984,P005,SQ078,SH2299,Lighting,5,Low,2025-06-17,2025-06-28,Completed
T8985,P005,SQ078,SH2299,Compositing,14,Low,2025-05-29,2025-06-19,Completed
T8986,P005,SQ078,SH2300,Lighting,11,Medium,2025-05-11,2025-06-04,Completed
T8987,P005,SQ078,SH2300,Compositing,17,Medium,2025-04-28,2025-08-01,Completed
T8988,P005,SQ078,SH2301,Animation,40,Medium,2025-04-09,2025-04-23,Completed
T8989,P005,SQ078,SH2301,Lighting,56,High,2025-04-09,2025-04-13,Completed
T8990,P005,SQ078,SH2301,Compositing,32,High,2025-04-12,2025-04-23,Completed
T8991,P005,SQ078,SH2302,Modeling,82,Medium,2025-04-08,2025-05-18,Completed
T8992,P005,SQ078,SH2302,Rigging,130,High,2025-05-08,2025-05-16,Completed
T8993,P005,SQ078,SH2302,Animation,144,High,2025-03-31,2025-05-13,Completed
T8994,P005,SQ078,SH2302,CFX,108,Medium,2025-05-05,2025-05-25,Completed
T8995,P005,SQ078,SH2302,FX,79,High,2025-04-02,2025-04-16,Completed
T8996,P005,SQ078,SH2302,Lighting,91,High,2025-03-31,2025-06-05,Completed
T8997,P005,SQ078,SH2302,Compositing,81,High,2025-04-03,2025-06-16,Completed
T8998,P005,SQ078,SH2303,Animation,47,Medium,2025-04-11,2025-04-27,Completed
T8999,P005,SQ078,SH2303,CFX,42,Medium,2025-06-03,2025-06-25,Completed
T9000,P005,SQ078,SH2303,Lighting,43,Medium,2025-05-15,2025-06-21,Completed
T9001,P005,SQ078,SH2303,Compositing,33,Medium,2025-05-10,2025-06-20,Completed
T9002,P005,SQ078,SH2304,Animation,39,Medium,2025-04-19,2025-05-10,Completed
T9003,P005,SQ078,SH2304,Lighting,24,High,2025-04-26,2025-05-05,Completed
T9004,P005,SQ078,SH2304,Compositing,55,Low,2025-04-19,2025-05-14,Completed
T9005,P005,SQ078,SH2305,Animation,15,Medium,2025-05-17,2025-05-26,Completed
T9006,P005,SQ078,SH2305,Lighting,9,Low,2025-05-21,2025-06-02,Completed
T9007,P005,SQ078,SH2305,Compositing,14,Low,2025-05-21,2025-06-02,Completed
T9008,P005,SQ078,SH2306,Animation,10,Low,2025-05-20,2025-06-18,Completed
T9009,P005,SQ078,SH2306,Lighting,7,Medium,2025-05-09,2025-05-10,Completed
T9010,P005,SQ078,SH2306,Compositing,10,Medium,2025-05-19,2025-05-25,Completed
T9011,P005,SQ078,SH2307,Lighting,8,Low,2025-06-05,2025-06-15,Completed
T9012,P005,SQ078,SH2307,Compositing,5,Medium,2025-06-04,2025-06-12,Completed
T9013,P005,SQ078,SH2308,Animation,29,High,2025-04-07,2025-04-13,Completed
T9014,P005,SQ078,SH2308,FX,22,Medium,2025-04-05,2025-04-11,Completed
T9015,P005,SQ078,SH2308,Lighting,35,Low,2025-04-05,2025-04-09,Completed
T9016,P005,SQ078,SH2308,Compositing,37,High,2025-04-04,2025-04-13,Completed
T9017,P005,SQ078,SH2309,Animation,52,Medium,2025-04-01,2025-04-05,Completed
T9018,P005,SQ078,SH2309,Lighting,37,Low,2025-04-01,2025-04-03,Completed
T9019,P005,SQ078,SH2309,Compositing,42,Low,2025-03-31,2025-04-06,Completed
T9020,P005,SQ078,SH2310,Animation,5,Low,2025-05-06,2025-06-27,Completed
T9021,P005,SQ078,SH2310,Lighting,6,Low,2025-05-23,2025-07-03,Completed
T9022,P005,SQ078,SH2310,Compositing,17,Low,2025-05-07,2025-05-27,Completed
T9023,P005,SQ078,SH2311,Modeling,61,Medium,2025-05-29,2025-06-01,Completed
T9024,P005,SQ078,SH2311,Rigging,103,High,2025-05-30,2025-06-03,Completed
T9025,P005,SQ078,SH2311,Animation,101,Medium,2025-05-27,2025-06-02,Completed
T9026,P005,SQ078,SH2311,CFX,198,High,2025-05-26,2025-06-01,Completed
T9027,P005,SQ078,SH2311,FX,173,High,2025-05-28,2025-05-30,Completed
T9028,P005,SQ078,SH2311,Lighting,190,High,2025-05-26,2025-05-27,Completed
T9029,P005,SQ078,SH2311,Compositing,95,High,2025-05-26,2025-05-28,Completed
T9030,P005,SQ078,SH2312,Animation,19,Medium,2025-04-27,2025-05-07,Completed
T9031,P005,SQ078,SH2312,Lighting,12,Medium,2025-04-30,2025-05-12,Completed
T9032,P005,SQ078,SH2312,Compositing,5,Medium,2025-05-04,2025-05-09,Completed
T9033,P005,SQ078,SH2313,Animation,13,Low,2025-04-13,2025-05-17,Completed
T9034,P005,SQ078,SH2313,Lighting,16,Low,2025-04-14,2025-04-25,Completed
T9035,P005,SQ078,SH2313,Compositing,6,Low,2025-04-17,2025-05-08,Completed
T9036,P005,SQ078,SH2314,Lighting,17,Medium,2025-05-30,2025-06-04,Completed
T9037,P005,SQ078,SH2314,Compositing,15,Low,2025-06-01,2025-06-17,Completed
T9038,P005,SQ078,SH2315,Animation,26,Medium,2025-04-23,2025-05-04,Completed
T9039,P005,SQ078,SH2315,Lighting,48,Low,2025-05-03,2025-06-03,Completed
T9040,P005,SQ078,SH2315,Compositing,37,High,2025-04-20,2025-05-31,Completed
T9041,P005,SQ078,SH2316,Animation,9,Low,2025-05-13,2025-06-07,Completed
T9042,P005,SQ078,SH2316,Lighting,8,Low,2025-04-30,2025-06-13,Completed
T9043,P005,SQ078,SH2316,Compositing,14,Medium,2025-05-01,2025-06-15,Completed
T9044,P005,SQ078,SH2317,Animation,30,Low,2025-06-18,2025-07-27,Completed
T9045,P005,SQ078,SH2317,FX,41,Low,2025-06-19,2025-06-22,Completed
T9046,P005,SQ078,SH2317,Lighting,57,Low,2025-06-20,2025-06-22,Completed
T9047,P005,SQ078,SH2317,Compositing,33,Medium,2025-06-15,2025-07-06,Completed
T9048,P005,SQ078,SH2318,Animation,6,Medium,2025-04-16,2025-05-06,Completed
T9049,P005,SQ078,SH2318,Lighting,13,Low,2025-04-07,2025-04-21,Completed
T9050,P005,SQ078,SH2318,Compositing,9,Low,2025-04-02,2025-04-16,Completed
T9051,P005,SQ078,SH2319,Animation,45,Medium,2025-04-05,2025-06-06,Completed
T9052,P005,SQ078,SH2319,CFX,26,Medium,2025-04-10,2025-05-30,Completed
T9053,P005,SQ078,SH2319,Lighting,29,Medium,2025-04-04,2025-05-21,Completed
T9054,P005,SQ078,SH2319,Compositing,58,Low,2025-04-23,2025-06-07,Completed
T9055,P005,SQ078,SH2320,Animation,59,Medium,2025-05-21,2025-05-28,Completed
T9056,P005,SQ078,SH2320,FX,53,Low,2025-05-27,2025-06-02,Completed
T9057,P005,SQ078,SH2320,Lighting,59,Medium,2025-05-23,2025-06-03,Completed
T9058,P005,SQ078,SH2320,Compositing,23,Medium,2025-05-21,2025-06-05,Completed
T9059,P005,SQ078,SH2321,Animation,26,Medium,2025-05-19,2025-06-02,Completed
T9060,P005,SQ078,SH2321,FX,53,Medium,2025-05-19,2025-06-02,Completed
T9061,P005,SQ078,SH2321,Lighting,46,Medium,2025-05-16,2025-05-19,Completed
T9062,P005,SQ078,SH2321,Compositing,38,Low,2025-05-21,2025-06-06,Completed
T9063,P005,SQ079,SH2322,Animation,32,Low,2026-03-31,2026-04-19,Completed
T9064,P005,SQ079,SH2322,Lighting,55,Low,2026-03-31,2026-04-14,Completed
T9065,P005,SQ079,SH2322,Compositing,24,Medium,2026-04-06,2026-04-14,Completed
T9066,P005,SQ079,SH2323,Lighting,16,Low,2025-12-15,2025-12-19,Completed
T9067,P005,SQ079,SH2323,Compositing,9,Low,2025-12-10,2025-12-14,Completed
T9068,P005,SQ079,SH2324,Animation,24,Low,2026-04-13,2026-04-16,Completed
T9069,P005,SQ079,SH2324,FX,49,Low,2026-04-25,2026-07-03,In Progress
T9070,P005,SQ079,SH2324,Lighting,42,Low,2026-03-30,2026-06-20,Completed
T9071,P005,SQ079,SH2324,Compositing,40,Medium,2026-04-11,2026-07-20,In Progress
T9072,P005,SQ079,SH2325,Animation,44,Low,2026-04-08,2026-04-17,Completed
T9073,P005,SQ079,SH2325,Lighting,53,Medium,2026-03-16,2026-06-08,Completed
T9074,P005,SQ079,SH2325,Compositing,23,High,2026-05-08,2026-07-28,In Progress
T9075,P005,SQ079,SH2326,Animation,52,Medium,2026-04-28,2026-06-05,Completed
T9076,P005,SQ079,SH2326,FX,38,Low,2026-05-01,2026-06-08,Completed
T9077,P005,SQ079,SH2326,Lighting,31,Medium,2026-04-19,2026-05-24,Completed
T9078,P005,SQ079,SH2326,Compositing,24,Low,2026-04-06,2026-05-27,Completed
T9079,P005,SQ079,SH2327,Lighting,9,Low,2026-04-27,2026-05-12,Completed
T9080,P005,SQ079,SH2327,Compositing,8,Medium,2026-04-03,2026-05-02,Completed
T9081,P005,SQ079,SH2328,Animation,46,Medium,2026-04-16,2026-05-08,Completed
T9082,P005,SQ079,SH2328,FX,22,Low,2026-04-06,2026-05-11,Completed
T9083,P005,SQ079,SH2328,Lighting,57,High,2026-04-12,2026-04-21,Completed
T9084,P005,SQ079,SH2328,Compositing,55,High,2026-04-17,2026-05-08,Completed
T9085,P005,SQ079,SH2329,Modeling,140,Medium,2026-02-22,2026-05-04,Completed
T9086,P005,SQ079,SH2329,Rigging,84,High,2026-01-23,2026-02-11,Completed
T9087,P005,SQ079,SH2329,Animation,77,High,2026-03-23,2026-06-16,Completed
T9088,P005,SQ079,SH2329,CFX,135,High,2026-04-03,2026-05-26,Completed
T9089,P005,SQ079,SH2329,FX,115,High,2026-03-30,2026-05-02,Completed
T9090,P005,SQ079,SH2329,Lighting,166,Medium,2026-03-13,2026-06-20,Completed
T9091,P005,SQ079,SH2329,Compositing,75,Medium,2026-01-28,2026-03-25,Completed
T9092,P005,SQ079,SH2330,Animation,15,Medium,2026-01-14,2026-02-03,Completed
T9093,P005,SQ079,SH2330,Lighting,12,Medium,2026-01-14,2026-02-02,Completed
T9094,P005,SQ079,SH2330,Compositing,17,Low,2026-01-19,2026-02-12,Completed
T9095,P005,SQ079,SH2331,Animation,26,Medium,2026-03-23,2026-06-11,Completed
T9096,P005,SQ079,SH2331,CFX,22,Medium,2026-03-28,2026-05-10,Completed
T9097,P005,SQ079,SH2331,Lighting,33,High,2026-04-11,2026-06-11,Completed
T9098,P005,SQ079,SH2331,Compositing,37,Medium,2026-04-08,2026-04-11,Completed
T9099,P005,SQ079,SH2332,Lighting,9,Low,2026-05-07,2026-05-28,Completed
T9100,P005,SQ079,SH2332,Compositing,5,Low,2026-04-13,2026-05-21,Completed
T9101,P005,SQ079,SH2333,Animation,41,Medium,2026-03-15,2026-04-30,Completed
T9102,P005,SQ079,SH2333,Lighting,55,Medium,2026-03-14,2026-05-01,Completed
T9103,P005,SQ079,SH2333,Compositing,49,Medium,2026-04-01,2026-04-30,Completed
T9104,P005,SQ079,SH2334,Animation,33,Medium,2026-03-14,2026-05-08,Completed
T9105,P005,SQ079,SH2334,Lighting,57,High,2026-04-30,2026-07-27,In Progress
T9106,P005,SQ079,SH2334,Compositing,56,Low,2026-05-14,2026-05-16,Completed
T9107,P005,SQ079,SH2335,Modeling,109,High,2026-04-25,2026-06-15,Completed
T9108,P005,SQ079,SH2335,Rigging,191,High,2026-04-25,2026-06-30,In Progress
T9109,P005,SQ079,SH2335,Animation,187,Medium,2026-04-24,2026-05-02,Completed
T9110,P005,SQ079,SH2335,CFX,108,Medium,2026-05-03,2026-06-14,Completed
T9111,P005,SQ079,SH2335,FX,62,Medium,2026-05-15,2026-06-25,In Progress
T9112,P005,SQ079,SH2335,Lighting,77,High,2026-05-04,2026-06-18,Completed
