shot_id,project_id,sequence_id,shot_name,complexity,frame_count,start_date,end_date,status
SH2160,P005,SQ074,P005_SEQ010_SH180,Medium,158,2025-12-19,2025-12-27,Completed
SH2161,P005,SQ074,P005_SEQ010_SH190,Medium,150,2025-12-07,2026-02-17,Completed
SH2162,P005,SQ074,P005_SEQ010_SH200,Low,110,2025-12-26,2026-01-24,Completed
SH2163,P005,SQ074,P005_SEQ010_SH210,Medium,201,2025-12-30,2026-02-15,Completed
SH2164,P005,SQ074,P005_SEQ010_SH220,High,366,2025-12-08,2026-03-02,Completed
SH2165,P005,SQ074,P005_SEQ010_SH230,Medium,181,2025-11-21,2026-01-16,Completed
SH2166,P005,SQ074,P005_SEQ010_SH240,High,564,2025-12-04,2026-01-27,Completed
SH2167,P005,SQ074,P005_SEQ010_SH250,High,936,2025-12-03,2026-02-13,Completed
SH2168,P005,SQ074,P005_SEQ010_SH260,Low,80,2025-11-07,2026-01-12,Completed
SH2169,P005,SQ074,P005_SEQ010_SH270,Low,104,2025-12-16,2026-01-25,Completed
SH2170,P005,SQ074,P005_SEQ010_SH280,Low,89,2025-11-16,2026-03-05,Completed
SH2171,P005,SQ074,P005_SEQ010_SH290,Medium,258,2025-12-21,2026-02-11,Completed
SH2172,P005,SQ075,P005_SEQ020_SH010,High,590,2026-03-02,2026-05-19,Completed
SH2173,P005,SQ075,P005_SEQ020_SH020,Medium,239,2026-02-19,2026-04-11,Completed
SH2174,P005,SQ075,P005_SEQ020_SH030,Medium,148,2026-01-29,2026-05-17,Completed
SH2175,P005,SQ075,P005_SEQ020_SH040,Medium,155,2026-02-13,2026-05-27,Completed
SH2176,P005,SQ075,P005_SEQ020_SH050,Medium,255,2025-10-21,2026-06-26,Completed
SH2177,P005,SQ075,P005_SEQ020_SH060,Medium,190,2026-02-15,2026-05-20,Completed
SH2178,P005,SQ075,P005_SEQ020_SH070,Low,64,2026-02-17,2026-07-12,In Progress
SH2179,P005,SQ075,P005_SEQ020_SH080,Medium,150,2025-12-07,2026-07-23,In Progress
SH2180,P005,SQ075,P005_SEQ020_SH090,Low,114,2025-11-26,2026-05-29,Completed
SH2181,P005,SQ075,P005_SEQ020_SH100,Medium,177,2026-02-11,2026-04-18,Completed
SH2182,P005,SQ075,P005_SEQ020_SH110,High,324,2025-11-24,2026-01-20,Completed
SH2183,P005,SQ075,P005_SEQ020_SH120,Medium,219,2026-03-05,2026-03-13,Completed
SH2184,P005,SQ075,P005_SEQ020_SH130,Low,104,2026-02-11,2026-06-29,In Progress
SH2185,P005,SQ075,P005_SEQ020_SH140,Medium,164,2026-01-12,2026-05-03,Completed
SH2186,P005,SQ075,P005_SEQ020_SH150,Low,113,2026-02-17,2026-03-19,Completed
SH2187,P005,SQ075,P005_SEQ020_SH160,High,732,2026-01-02,2026-03-28,Completed
SH2188,P005,SQ075,P005_SEQ020_SH170,Low,42,2025-11-20,2025-12-29,Completed
SH2189,P005,SQ075,P005_SEQ020_SH180,Medium,174,2026-02-09,2026-06-08,Completed
SH2190,P005,SQ075,P005_SEQ020_SH190,Low,55,2025-12-21,2026-05-29,Completed
SH2191,P005,SQ075,P005_SEQ020_SH200,Medium,156,2026-02-22,2026-05-05,Completed
SH2192,P005,SQ075,P005_SEQ020_SH210,Low,66,2025-12-19,2026-04-22,Completed
SH2193,P005,SQ075,P005_SEQ020_SH220,Medium,155,2026-02-12,2026-03-17,Completed
SH2194,P005,SQ075,P005_SEQ020_SH230,Medium,133,2025-10-23,2026-04-29,Completed
SH2195,P005,SQ076,P005_SEQ030_SH010,Medium,137,2025-01-16,2025-01-30,Completed
SH2196,P005,SQ076,P005_SEQ030_SH020,Low,81,2025-06-25,2025-09-15,Completed
SH2197,P005,SQ076,P005_SEQ030_SH030,Medium,252,2025-06-02,2026-01-31,Completed
SH2198,P005,SQ076,P005_SEQ030_SH040,Low,97,2025-02-19,2025-07-28,Completed
SH2199,P005,SQ076,P005_SEQ030_SH050,High,619,2025-06-27,2025-09-07,Completed
SH2200,P005,SQ076,P005_SEQ030_SH060,Low,45,2025-07-21,2025-08-26,Completed
SH2201,P005,SQ076,P005_SEQ030_SH070,High,621,2025-02-25,2025-05-14,Completed
SH2202,P005,SQ076,P005_SEQ030_SH080,Medium,251,2025-07-19,2026-03-18,Completed
SH2203,P005,SQ076,P005_SEQ030_SH090,Medium,183,2025-05-03,2025-11-15,Completed
SH2204,P005,SQ076,P005_SEQ030_SH100,Low,62,2025-03-22,2026-01-01,Completed
SH2205,P005,SQ076,P005_SEQ030_SH110,Medium,134,2025-06-04,2025-08-16,Completed
SH2206,P005,SQ076,P005_SEQ030_SH120,Medium,218,2025-06-07,2025-10-10,Completed
SH2207,P005,SQ076,P005_SEQ030_SH130,Low,98,2025-04-04,2025-08-22,Completed
SH2208,P005,SQ076,P005_SEQ030_SH140,Low,67,2025-03-18,2025-06-21,Completed
SH2209,P005,SQ076,P005_SEQ030_SH150,High,865,2025-04-27,2026-03-10,Completed
SH2210,P005,SQ076,P005_SEQ030_SH160,Medium,142,2025-02-10,2025-03-31,Completed
SH2211,P005,SQ076,P005_SEQ030_SH170,Medium,205,2025-07-08,2025-11-10,Completed
SH2212,P005,SQ076,P005_SEQ030_SH180,Medium,204,2025-04-13,2025-08-15,Completed
SH2213,P005,SQ076,P005_SEQ030_SH190,Low,116,2025-04-19,2025-08-22,Completed
SH2214,P005,SQ076,P005_SEQ030_SH200,Low,44,2025-03-31,2025-05-17,Completed
SH2215,P005,SQ076,P005_SEQ030_SH210,Low,57,2025-01-25,2025-04-07,Completed
SH2216,P005,SQ076,P005_SEQ030_SH220,Low,98,2025-08-01,2025-08-29,Completed
SH2217,P005,SQ076,P005_SEQ030_SH230,Low,91,2025-02-19,2025-08-27,Completed
SH2218,P005,SQ076,P005_SEQ030_SH240,Low,108,2025-08-09,2026-01-05,Completed
SH2219,P005,SQ076,P005_SEQ030_SH250,High,478,2025-06-29,2025-08-06,Completed
SH2220,P005,SQ076,P005_SEQ030_SH260,Medium,238,2025-06-26,2025-12-06,Completed
SH2221,P005,SQ076,P005_SEQ030_SH270,Medium,287,2025-07-30,2025-08-30,Completed
SH2222,P005,SQ076,P005_SEQ030_SH280,High,314,2025-07-10,2025-10-03,Completed
SH2223,P005,SQ076,P005_SEQ030_SH290,Medium,274,2025-07-07,2025-08-01,Completed
SH2224,P005,SQ076,P005_SEQ030_SH300,Medium,163,2025-02-17,2025-09-16,Completed
SH2225,P005,SQ076,P005_SEQ030_SH310,High,924,2025-07-03,2025-11-18,Completed
SH2226,P005,SQ076,P005_SEQ030_SH320,Medium,222,2025-06-15,2025-08-17,Completed
SH2227,P005,SQ076,P005_SEQ030_SH330,Low,60,2025-07-24,2025-10-06,Completed
SH2228,P005,SQ076,P005_SEQ030_SH340,Medium,182,2025-07-14,2025-08-21,Completed
SH2229,P005,SQ076,P005_SEQ030_SH350,Low,99,2025-02-15,2025-05-01,Completed
SH2230,P005,SQ076,P005_SEQ030_SH360,Medium,242,2025-05-25,2026-02-24,Completed
SH2231,P005,SQ076,P005_SEQ030_SH370,Medium,134,2025-05-05,2026-02-19,Completed
SH2232,P005,SQ076,P005_SEQ030_SH380,High,601,2025-01-16,2025-05-23,Completed
SH2233,P005,SQ077,P005_SEQ040_SH010,Low,44,2026-04-28,2026-08-21,In Progress
SH2234,P005,SQ077,P005_SEQ040_SH020,Medium,233,2026-01-27,2026-05-13,Completed
SH2235,P005,SQ077,P005_SEQ040_SH030,Medium,151,2025-12-23,2026-10-25,In Progress
SH2236,P005,SQ077,P005_SEQ040_SH040,Medium,154,2026-04-23,2026-09-13,In Progress
SH2237,P005,SQ077,P005_SEQ040_SH050,Medium,259,2026-03-03,2026-10-04,In Progress
SH2238,P005,SQ077,P005_SEQ040_SH060,Medium,185,2026-01-06,2026-08-05,In Progress
SH2239,P005,SQ077,P005_SEQ040_SH070,Low,49,2026-04-14,2026-06-24,Completed
SH2240,P005,SQ077,P005_SEQ040_SH080,Low,82,2026-02-07,2026-06-14,Completed
SH2241,P005,SQ077,P005_SEQ040_SH090,Medium,231,2026-01-24,2026-02-22,Completed
SH2242,P005,SQ077,P005_SEQ040_SH100,High,642,2026-04-13,2026-08-13,In Progress
SH2243,P005,SQ077,P005_SEQ040_SH110,Medium,145,2026-03-14,2026-09-13,In Progress
SH2244,P005,SQ077,P005_SEQ040_SH120,Low,49,2026-02-19,2026-07-05,In Progress
SH2245,P005,SQ077,P005_SEQ040_SH130,Low,70,2025-12-02,2026-04-27,Completed
SH2246,P005,SQ077,P005_SEQ040_SH140,High,304,2026-01-05,2026-04-10,Completed
SH2247,P005,SQ077,P005_SEQ040_SH150,Medium,184,2025-12-29,2026-08-13,In Progress
SH2248,P005,SQ077,P005_SEQ040_SH160,Medium,141,2026-04-21,2026-10-27,In Progress
SH2249,P005,SQ077,P005_SEQ040_SH170,High,524,2026-01-24,2026-04-02,Completed
SH2250,P005,SQ077,P005_SEQ040_SH180,Medium,188,2026-04-30,2026-07-29,In Progress
SH2251,P005,SQ077,P005_SEQ040_SH190,Medium,215,2025-12-05,2026-09-14,In Progress
SH2252,P005,SQ077,P005_SEQ040_SH200,High,472,2026-02-06,2026-02-23,Completed
SH2253,P005,SQ077,P005_SEQ040_SH210,Low,69,2025-12-01,2026-04-17,Completed
SH2254,P005,SQ077,P005_SEQ040_SH220,Medium,192,2026-03-14,2026-03-29,Completed
SH2255,P005,SQ077,P005_SEQ040_SH230,Medium,259,2026-02-09,2026-06-14,Completed
SH2256,P005,SQ077,P005_SEQ040_SH240,Medium,144,2026-04-06,2026-04-13,Completed
SH2257,P005,SQ077,P005_SEQ040_SH250,Medium,148,2026-02-01,2026-09-11,In Progress
SH2258,P005,SQ077,P005_SEQ040_SH260,High,895,2025-12-30,2026-07-20,In Progress
SH2259,P005,SQ077,P005_SEQ040_SH270,High,917,2026-04-11,2026-10-09,In Progress
SH2260,P005,SQ077,P005_SEQ040_SH280,Medium,240,2026-04-05,2026-06-22,Completed
SH2261,P005,SQ077,P005_SEQ040_SH290,High,317,2026-02-05,2026-04-20,Completed
SH2262,P005,SQ078,P005_SEQ050_SH010,Low,94,2025-05-01,2025-05-27,Completed
SH2263,P005,SQ078,P005_SEQ050_SH020,Medium,287,2025-05-24,2025-06-28,Completed
SH2264,P005,SQ078,P005_SEQ050_SH030,High,337,2025-04-08,2025-06-05,Completed
SH2265,P005,SQ078,P005_SEQ050_SH040,High,617,2025-05-20,2025-06-25,Completed
SH2266,P005,SQ078,P005_SEQ050_SH050,Low,108,2025-04-28,2025-06-04,Completed
SH2267,P005,SQ078,P005_SEQ050_SH060,Medium,210,2025-05-14,2025-07-13,Completed
SH2268,P005,SQ078,P005_SEQ050_SH070,Low,117,2025-04-28,2025-06-13,Completed
SH2269,P005,SQ078,P005_SEQ050_SH080,Low,73,2025-04-19,2025-04-30,Completed
SH2270,P005,SQ078,P005_SEQ050_SH090,Medium,171,2025-05-22,2025-07-25,Completed
SH2271,P005,SQ078,P005_SEQ050_SH100,Medium,150,2025-04-26,2025-06-24,Completed
SH2272,P005,SQ078,P005_SEQ050_SH110,Low,63,2025-04-20,2025-08-07,Completed
SH2273,P005,SQ078,P005_SEQ050_SH120,Low,53,2025-04-19,2025-05-05,Completed
SH2274,P005,SQ078,P005_SEQ050_SH130,Medium,238,2025-05-04,2025-07-13,Completed
SH2275,P005,SQ078,P005_SEQ050_SH140,High,321,2025-04-29,2025-05-08,Completed
SH2276,P005,SQ078,P005_SEQ050_SH150,Medium,258,2025-05-31,2025-06-21,Completed
SH2277,P005,SQ078,P005_SEQ050_SH160,Medium,265,2025-05-21,2025-07-08,Completed
SH2278,P005,SQ078,P005_SEQ050_SH170,Medium,131,2025-04-14,2025-06-30,Completed
SH2279,P005,SQ078,P005_SEQ050_SH180,Low,83,2025-04-22,2025-06-11,Completed
SH2280,P005,SQ078,P005_SEQ050_SH190,Low,52,2025-05-10,2025-07-12,Completed
SH2281,P005,SQ078,P005_SEQ050_SH200,Medium,267,2025-04-08,2025-06-07,Completed
SH2282,P005,SQ078,P005_SEQ050_SH210,Medium,295,2025-04-05,2025-07-05,Completed
SH2283,P005,SQ078,P005_SEQ050_SH220,Medium,274,2025-05-21,2025-06-08,Completed
SH2284,P005,SQ078,P005_SEQ050_SH230,High,523,2025-06-01,2025-06-30,Completed
SH2285,P005,SQ078,P005_SEQ050_SH240,High,829,2025-05-17,2025-07-06,Completed
SH2286,P005,SQ078,P005_SEQ050_SH250,Medium,238,2025-05-05,2025-05-30,Completed
SH2287,P005,SQ078,P005_SEQ050_SH260,Low,99,2025-04-12,2025-05-12,Completed
SH2288,P005,SQ078,P005_SEQ050_SH270,High,835,2025-04-26,2025-06-11,Completed
SH2289,P005,SQ078,P005_SEQ050_SH280,Low,75,2025-05-31,2025-07-10,Completed
SH2290,P005,SQ078,P005_SEQ050_SH290,High,981,2025-06-01,2025-06-14,Completed
SH2291,P005,SQ078,P005_SEQ050_SH300,Low,79,2025-05-09,2025-06-02,Completed
SH2292,P005,SQ078,P005_SEQ050_SH310,Low,44,2025-04-05,2025-07-18,Completed
SH2293,P005,SQ078,P005_SEQ050_SH320,Medium,279,2025-05-15,2025-08-11,Completed
SH2294,P005,SQ078,P005_SEQ050_SH330,Low,108,2025-05-02,2025-08-03,Completed
SH2295,P005,SQ078,P005_SEQ050_SH340,Medium,167,2025-03-27,2025-05-19,Completed
SH2296,P005,SQ078,P005_SEQ050_SH350,Low,99,2025-05-11,2025-08-06,Completed
SH2297,P005,SQ078,P005_SEQ050_SH360,Medium,278,2025-05-08,2025-05-30,Completed
SH2298,P005,SQ078,P005_SEQ050_SH370,Low,51,2025-05-20,2025-06-17,Completed
SH2299,P005,SQ078,P005_SEQ050_SH380,Low,90,2025-05-25,2025-07-23,Completed
SH2300,P005,SQ078,P005_SEQ050_SH390,Low,77,2025-04-15,2025-08-11,Completed
SH2301,P005,SQ078,P005_SEQ050_SH400,Medium,124,2025-04-09,2025-04-28,Completed
SH2302,P005,SQ078,P005_SEQ050_SH410,High,418,2025-04-01,2025-06-26,Completed
SH2303,P005,SQ078,P005_SEQ050_SH420,Medium,279,2025-04-12,2025-08-11,Completed
SH2304,P005,SQ078,P005_SEQ050_SH430,Medium,142,2025-04-24,2025-05-19,Completed
SH2305,P005,SQ078,P005_SEQ050_SH440,Low,79,2025-05-22,2025-06-17,Completed
SH2306,P005,SQ078,P005_SEQ050_SH450,Low,53,2025-05-10,2025-06-24,Completed
SH2307,P005,SQ078,P005_SEQ050_SH460,Low,61,2025-05-30,2025-07-01,Completed
SH2308,P005,SQ078,P005_SEQ050_SH470,Medium,210,2025-04-08,2025-04-19,Completed
SH2309,P005,SQ078,P005_SEQ050_SH480,Medium,250,2025-04-04,2025-04-11,Completed
SH2310,P005,SQ078,P005_SEQ050_SH490,Low,91,2025-04-26,2025-07-11,Completed
SH2311,P005,SQ078,P005_SEQ050_SH500,High,480,2025-05-31,2025-06-10,Completed
SH2312,P005,SQ078,P005_SEQ050_SH510,Low,61,2025-05-01,2025-05-19,Completed
SH2313,P005,SQ078,P005_SEQ050_SH520,Low,112,2025-03-29,2025-05-27,Completed
SH2314,P005,SQ078,P005_SEQ050_SH530,Low,53,2025-05-05,2025-07-10,Completed
SH2315,P005,SQ078,P005_SEQ050_SH540,Medium,216,2025-04-24,2025-06-12,Completed
SH2316,P005,SQ078,P005_SEQ050_SH550,Low,99,2025-04-23,2025-06-24,Completed
SH2317,P005,SQ078,P005_SEQ050_SH560,Medium,158,2025-05-27,2025-08-03,Completed
SH2318,P005,SQ078,P005_SEQ050_SH570,Low,94,2025-04-05,2025-05-14,Completed
SH2319,P005,SQ078,P005_SEQ050_SH580,Medium,170,2025-03-27,2025-07-05,Completed
SH2320,P005,SQ078,P005_SEQ050_SH590,Medium,247,2025-05-24,2025-06-12,Completed
SH2321,P005,SQ078,P005_SEQ050_SH600,Medium,275,2025-05-20,2025-06-16,Completed
SH2322,P005,SQ079,P005_SEQ060_SH010,Medium,198,2026-04-05,2026-04-25,Completed
SH2323,P005,SQ079,P005_SEQ060_SH020,Low,99,2025-12-15,2025-12-30,Completed
SH2324,P005,SQ079,P005_SEQ060_SH030,Medium,158,2026-02-10,2026-08-04,In Progress
SH2325,P005,SQ079,P005_SEQ060_SH040,Medium,277,2026-02-17,2026-08-29,In Progress
SH2326,P005,SQ079,P005_SEQ060_SH050,Medium,162,2026-03-28,2026-06-19,Completed
SH2327,P005,SQ079,P005_SEQ060_SH060,Low,62,2026-04-03,2026-07-16,In Progress
SH2328,P005,SQ079,P005_SEQ060_SH070,Medium,238,2026-04-11,2026-05-18,Completed
SH2329,P005,SQ079,P005_SEQ060_SH080,High,992,2025-12-08,2026-08-29,In Progress
SH2330,P005,SQ079,P005_SEQ060_SH090,Low,61,2026-01-19,2026-02-20,Completed
SH2331,P005,SQ079,P005_SEQ060_SH100,Medium,287,2026-03-08,2026-06-16,Completed
SH2332,P005,SQ079,P005_SEQ060_SH110,Low,62,2026-04-04,2026-06-28,Completed
SH2333,P005,SQ079,P005_SEQ060_SH120,Medium,150,2026-03-09,2026-05-09,Completed
SH2334,P005,SQ079,P005_SEQ060_SH130,Medium,233,2026-03-15,2026-08-06,In Progress
SH2335,P005,SQ079,P005_SEQ060_SH140,High,361,2026-04-13,2026-07-13,In Progress
SH2336,P005,SQ079,P005_SEQ060_SH150,Medium,121,2026-01-21,2026-05-16,Completed
SH2337,P005,SQ079,P005_SEQ060_SH160,Medium,145,2025-12-05,2026-04-12,Completed
SH2338,P005,SQ079,P005_SEQ060_SH170,Medium,298,2025-12-20,2026-02-06,Completed
SH2339,P005,SQ079,P005_SEQ060_SH180,Low,75,2026-02-18,2026-07-27,In Progress
SH2340,P005,SQ079,P005_SEQ060_SH190,Low,66,2026-03-19,2026-03-29,Completed
SH2341,P005,SQ079,P005_SEQ060_SH200,Medium,129,2026-03-10,2026-08-12,In Progress
SH2342,P005,SQ079,P005_SEQ060_SH210,High,509,2026-04-10,2026-08-14,In Progress
SH2343,P005,SQ079,P005_SEQ060_SH220,Low,86,2025-12-14,2026-08-28,In Progress
SH2344,P005,SQ079,P005_SEQ060_SH230,Medium,158,2026-03-07,2026-04-16,Completed
SH2345,P005,SQ079,P005_SEQ060_SH240,Low,104,2025-12-16,2026-02-11,Completed
SH2346,P005,SQ079,P005_SEQ060_SH250,Low,60,2025-12-11,2026-07-19,In Progress
SH2347,P005,SQ079,P005_SEQ060_SH260,High,723,2026-01-04,2026-05-10,Completed
SH2348,P005,SQ079,P005_SEQ060_SH270,High,661,2026-03-13,2026-05-16,Completed
SH2349,P005,SQ079,P005_SEQ060_SH280,Low,104,2026-01-10,2026-02-26,Completed
SH2350,P005,SQ079,P005_SEQ060_SH290,Low,84,2026-02-21,2026-04-10,Completed
SH2351,P005,SQ079,P005_SEQ060_SH300,High,749,2026-01-13,2026-09-06,In Progress
SH2352,P005,SQ079,P005_SEQ060_SH310,Low,65,2026-01-28,2026-09-05,In Progress
SH2353,P005,SQ079,P005_SEQ060_SH320,High,448,2026-01-13,2026-08-24,In Progress
SH2354,P005,SQ079,P005_SEQ060_SH330,Low,96,2026-02-03,2026-03-29,Completed
SH2355,P005,SQ079,P005_SEQ060_SH340,High,673,2026-03-07,2026-03-13,Completed
SH2356,P005,SQ079,P005_SEQ060_SH350,Low,53,2025-12-27,2026-07-31,In Progress
SH2357,P005,SQ080,P005_SEQ070_SH010,High,379,2025-07-17,2025-09-03,Completed
SH2358,P005,SQ080,P005_SEQ070_SH020,Medium,250,2025-06-10,2025-09-17,Completed
SH2359,P005,SQ080,P005_SEQ070_SH030,Low,40,2025-05-24,2025-09-05,Completed
SH2360,P005,SQ080,P005_SEQ070_SH040,High,864,2025-07-07,2025-08-21,Completed
SH2361,P005,SQ080,P005_SEQ070_SH050,High,883,2025-07-19,2025-10-02,Completed
SH2362,P005,SQ080,P005_SEQ070_SH060,Low,101,2025-05-20,2025-08-22,Completed
SH2363,P005,SQ080,P005_SEQ070_SH070,Low,84,2025-06-23,2025-09-03,Completed
SH2364,P005,SQ080,P005_SEQ070_SH080,Low,109,2025-06-09,2025-10-20,Completed
SH2365,P005,SQ080,P005_SEQ070_SH090,Low,85,2025-05-19,2025-08-10,Completed
SH2366,P005,SQ080,P005_SEQ070_SH100,Medium,209,2025-07-17,2025-09-22,Completed
SH2367,P005,SQ080,P005_SEQ070_SH110,Medium,187,2025-06-16,2025-08-20,Completed
SH2368,P005,SQ081,P005_SEQ080_SH010,Medium,176,2025-10-22,2026-02-03,Completed
SH2369,P005,SQ081,P005_SEQ080_SH020,High,613,2025-12-29,2026-02-02,Completed
SH2370,P005,SQ081,P005_SEQ080_SH030,Low,94,2025-11-16,2026-02-12,Completed
SH2371,P005,SQ081,P005_SEQ080_SH040,Medium,157,2026-03-10,2026-07-22,In Progress
SH2372,P005,SQ081,P005_SEQ080_SH050,High,819,2025-11-05,2025-12-27,Completed
SH2373,P005,SQ081,P005_SEQ080_SH060,Medium,219,2025-11-26,2026-07-15,In Progress
SH2374,P005,SQ081,P005_SEQ080_SH070,Low,85,2025-11-02,2026-04-13,Completed
SH2375,P005,SQ081,P005_SEQ080_SH080,Low,65,2026-02-13,2026-07-28,In Progress
SH2376,P005,SQ081,P005_SEQ080_SH090,Medium,275,2026-02-11,2026-07-27,In Progress
SH2377,P005,SQ081,P005_SEQ080_SH100,Low,66,2026-01-30,2026-05-11,Completed
SH2378,P005,SQ081,P005_SEQ080_SH110,Low,68,2025-11-09,2026-05-10,Completed
SH2379,P005,SQ081,P005_SEQ080_SH120,High,980,2025-12-25,2026-07-18,In Progress
SH2380,P005,SQ081,P005_SEQ080_SH130,Medium,203,2026-02-03,2026-04-26,Completed
SH2381,P005,SQ081,P005_SEQ080_SH140,Medium,241,2025-11-20,2026-03-14,Completed
SH2382,P005,SQ081,P005_SEQ080_SH150,Low,61,2025-12-24,2026-03-09,Completed
SH2383,P005,SQ081,P005_SEQ080_SH160,High,570,2025-12-28,2026-04-28,Completed
SH2384,P005,SQ081,P005_SEQ080_SH170,Medium,227,2025-11-30,2026-01-10,Completed
SH2385,P005,SQ081,P005_SEQ080_SH180,Low,57,2026-01-18,2026-02-05,Completed
SH2386,P005,SQ081,P005_SEQ080_SH190,Low,109,2026-02-15,2026-05-09,Completed
SH2387,P005,SQ081,P005_SEQ080_SH200,Low,95,2026-01-07,2026-02-16,Completed
SH2388,P005,SQ081,P005_SEQ080_SH210,Medium,274,2026-02-22,2026-07-13,In Progress
SH2389,P005,SQ081,P005_SEQ080_SH220,High,793,2025-11-18,2025-12-16,Completed
SH2390,P005,SQ081,P005_SEQ080_SH230,Low,115,2025-11-29,2026-06-14,Completed
SH2391,P005,SQ081,P005_SEQ080_SH240,Low,89,2025-10-22,2026-03-30,Completed
SH2392,P005,SQ081,P005_SEQ080_SH250,High,787,2025-12-28,2026-07-17,In Progress
SH2393,P005,SQ081,P005_SEQ080_SH260,Low,69,2025-12-22,2026-01-15,Completed
SH2394,P005,SQ081,P005_SEQ080_SH270,Medium,227,2025-10-29,2026-07-06,In Progress
SH2395,P005,SQ081,P005_SEQ080_SH280,High,529,2025-11-02,2026-07-30,In Progress
SH2396,P005,SQ081,P005_SEQ080_SH290,Medium,121,2026-02-02,2026-06-25,Completed
SH2397,P005,SQ081,P005_SEQ080_SH300,High,414,2026-01-07,2026-05-25,Completed
SH2398,P005,SQ081,P005_SEQ080_SH310,High,672,2026-02-15,2026-05-05,Completed
SH2399,P005,SQ081,P005_SEQ080_SH320,High,995,2025-11-12,2026-03-30,Completed
SH2400,P005,SQ081,P005_SEQ080_SH330,Medium,139,2025-12-22,2026-07-28,In Progress
SH2401,P005,SQ081,P005_SEQ080_SH340,Medium,140,2026-01-02,2026-07-04,In Progress
SH2402,P005,SQ081,P005_SEQ080_SH350,Medium,270,2025-12-27,2026-04-27,Completed
SH2403,P005,SQ081,P005_SEQ080_SH360,Medium,198,2026-02-27,2026-05-03,Completed
SH2404,P005,SQ081,P005_SEQ080_SH370,Medium,121,2026-03-05,2026-03-25,Completed
SH2405,P005,SQ081,P005_SEQ080_SH380,Medium,131,2025-12-22,2026-05-08,Completed
SH2406,P005,SQ081,P005_SEQ080_SH390,Medium,160,2026-03-09,2026-06-18,Completed
SH2407,P005,SQ081,P005_SEQ080_SH400,Low,99,2025-10-25,2026-03-14,Completed
SH2408,P005,SQ081,P005_SEQ080_SH410,Low,48,2026-02-28,2026-07-26,In Progress
SH2409,P005,SQ081,P005_SEQ080_SH420,High,560,2026-02-13,2026-03-18,Completed
SH2410,P005,SQ081,P005_SEQ080_SH430,High,328,2025-12-12,2026-01-17,Completed
SH2411,P005,SQ081,P005_SEQ080_SH440,Medium,190,2026-03-08,2026-07-17,In Progress
SH2412,P005,SQ081,P005_SEQ080_SH450,High,566,2025-11-26,2026-05-11,Completed
SH2413,P005,SQ081,P005_SEQ080_SH460,Medium,229,2025-11-19,2026-03-23,Completed
SH2414,P005,SQ081,P005_SEQ080_SH470,Low,119,2025-12-08,2026-06-18,Completed
SH2415,P005,SQ081,P005_SEQ080_SH480,Medium,159,2026-03-04,2026-05-22,Completed
SH2416,P005,SQ081,P005_SEQ080_SH490,Low,83,2026-01-23,2026-04-09,Completed
SH2417,P005,SQ081,P005_SEQ080_SH500,Low,106,2025-12-03,2026-06-06,Completed
SH2418,P005,SQ081,P005_SEQ080_SH510,Low,57,2025-10-24,2025-12-20,Completed
SH2419,P005,SQ081,P005_SEQ080_SH520,High,720,2026-02-23,2026-05-02,Completed
SH2420,P005,SQ081,P005_SEQ080_SH530,Low,87,2025-12-17,2026-07-01,In Progress
SH2421,P005,SQ081,P005_SEQ080_SH540,Medium,256,2025-11-30,2026-06-06,Completed
SH2422,P005,SQ081,P005_SEQ080_SH550,Medium,279,2026-01-05,2026-01-11,Completed
SH2423,P005,SQ081,P005_SEQ080_SH560,High,396,2025-12-08,2026-07-04,In Progress
SH2424,P005,SQ081,P005_SEQ080_SH570,Low,101,2026-02-14,2026-04-03,Completed
SH2425,P005,SQ081,P005_SEQ080_SH580,Low,115,2026-03-05,2026-06-06,Completed
SH2426,P005,SQ081,P005_SEQ080_SH590,High,479,2025-11-19,2026-02-03,Completed
SH2427,P005,SQ081,P005_SEQ080_SH600,Low,50,2025-11-23,2026-02-28,Completed
SH2428,P005,SQ081,P005_SEQ080_SH610,Medium,231,2025-12-03,2026-07-17,In Progress
SH2429,P005,SQ081,P005_SEQ080_SH620,Medium,161,2026-02-22,2026-06-03,Completed
SH2430,P005,SQ081,P005_SEQ080_SH630,High,542,2025-12-18,2026-07-03,In Progress
SH2431,P005,SQ081,P005_SEQ080_SH640,Low,113,2025-12-28,2026-03-05,Completed
SH2432,P005,SQ081,P005_SEQ080_SH650,Medium,136,2025-12-13,2026-02-02,Completed
SH2433,P005,SQ081,P005_SEQ080_SH660,Medium,149,2025-10-24,2026-04-10,Completed
SH2434,P005,SQ081,P005_SEQ080_SH670,Low,80,2026-02-22,2026-03-26,Completed
SH2435,P005,SQ081,P005_SEQ080_SH680,Medium,248,2026-03-03,2026-04-22,Completed
SH2436,P005,SQ081,P005_SEQ080_SH690,Low,94,2026-03-01,2026-07-29,In Progress
SH2437,P005,SQ081,P005_SEQ080_SH700,High,851,2025-11-21,2026-01-25,Completed
SH2438,P005,SQ081,P005_SEQ080_SH710,Medium,150,2025-12-18,2026-03-06,Completed
SH2439,P005,SQ081,P005_SEQ080_SH720,Low,96,2025-11-02,2026-07-17,In Progress
SH2440,P005,SQ081,P005_SEQ080_SH730,High,639,2026-02-27,2026-03-22,Completed
SH2441,P005,SQ081,P005_SEQ080_SH740,Low,43,2025-11-10,2025-12-06,Completed
